SNP	K	H	CF
290174	0	0	0
400931	0.0000001	0.0000001	0.0000001
1552281	5.0221273	5.2739219	5.0054067
1813427	6.3526219	6.6221167	6.3355876
2265913	7.3733524	7.6532654	7.3561764
2541354	8.9562018	9.2611646	8.9384975
3279457	9.617443	9.9267782	9.5997002
3427299	9.6174431	9.9267783	9.5997003
3610073	9.6174432	9.9267784	9.5997004
4207452	9.6174433	9.9267785	9.5997005
4330513	9.6174434	9.9267786	9.5997006
4900563	9.6174435	9.9267787	9.5997007
5668310	11.5180841	11.8635348	11.4994271
5891629	12.1219682	12.4710657	12.1032819
6008178	12.1219683	12.4710658	12.103282
6528008	13.7575758	14.1334206	13.7383067
7123630	15.5580231	15.966277	15.5379768
7359421	16.3759426	16.7908861	16.3558234
8209329	20.9952397	21.6232594	20.9620894
8633204	24.8256188	25.6002133	24.785019
9136628	28.1944922	29.082494	28.1488176
9924267	34.3971198	35.6688647	34.3201087
10070201	35.9020719	37.1964622	35.8246067
10596181	40.6146935	42.1308438	40.5233962
11107344	44.5561466	46.2274868	44.4567355
12276692	46.3080201	48.0100447	46.2078931
13495379	46.5461771	48.2487688	46.4460482
13495418	46.5461772	48.2487689	46.4460483
14104253	46.5461773	48.248769	46.4460484
15522173	47.495714	49.2073214	47.395471
15913994	49.402335	51.1502856	49.3011692
16848354	55.2008638	57.2842928	55.0740472
17211862	58.079292	60.2455288	57.949306
18258898	63.8113586	66.3054441	63.6565862
18532958	64.7715961	67.2749015	64.6167056
18772306	65.5509581	68.0603374	65.3960046
19221428	67.0263285	69.5574718	66.8709472
19458259	68.5015279	71.0544301	68.3457189
19737683	70.4382652	73.0286676	70.281489
19990665	71.0789899	73.6734975	70.9221787
20266369	71.7196701	74.3182823	71.5628238
20547090	72.3605513	74.9632706	72.2036699
20809850	75.697132	78.4110966	75.5353199
20997826	76.1365065	78.8524015	75.974683
21142865	76.3495661	79.065915	76.1877413
21399567	76.9024064	79.6218116	76.7405591
21678477	77.1153223	79.8351809	76.9534737
22221736	78.8578851	81.6081027	78.6953318
22446488	80.4632254	83.2392097	80.300121
22806789	81.1036418	83.8837274	80.9405025
23088778	81.5300712	84.3119752	81.3669215
23211977	82.8754187	85.6754201	82.7119446
