SNP	K	H	CF
290174	0	0	0
400931	0.1452097	0.1454205	0.1452093
1315978	2.8226184	2.8944802	2.8200662
1552281	3.9719993	4.0570707	3.9692448
2069771	5.6234605	5.7358002	5.6201061
2265913	6.4815747	6.6012776	6.478136
2541354	6.7173966	6.8376557	6.7139562
3427299	9.1045381	9.2817599	9.0992881
3610073	9.4158046	9.5939953	9.4105506
4207452	10.8729024	11.0723214	10.8672363
4330513	11.2517529	11.4526073	11.2460796
5334452	13.5288173	13.7815039	13.5215729
5668310	14.6518685	14.9171665	14.6444354
6528008	16.5879358	16.890708	16.5795365
7123630	18.0375357	18.3613183	18.0287306
7359421	18.6695699	18.9973472	18.6607312
8633204	26.8528154	27.8472793	26.7728089
9136628	28.9056682	29.9422623	28.8245102
10358588	35.9540126	37.4857616	35.827074
10847881	39.0718348	40.700729	38.9408707
11748521	42.8445785	44.6156738	42.706495
12276692	43.5381349	45.3140402	43.4000069
12785230	43.9537529	45.7313857	43.8156154
13107123	44.7879893	46.5725812	44.6497743
15522173	45.5752957	47.3660859	45.4370157
15712057	47.1151252	48.9296223	46.9763588
16848354	51.6566972	53.6771702	51.5055431
17211862	54.0972842	56.1772981	53.9441963
17878794	56.277114	58.4046295	56.1226478
18258898	57.4371252	59.5780957	57.2824509
18532958	59.4922097	61.675402	59.3363801
18772306	61.2073819	63.4199867	61.0508804
19458259	63.8383483	66.120141	63.6794253
19737683	64.6184824	66.9063609	64.459496
19990665	65.9735072	68.2797444	65.8141894
20266369	66.3750455	68.682895	66.215719
20547090	67.3743053	69.6921393	67.2148459
20809850	68.7034368	71.0389347	68.5436645
21142865	69.6783888	72.0233914	69.518493
21678477	70.4880098	72.839567	70.3280433
21899579	70.8740611	73.2271086	70.7140869
22221736	71.6509624	74.0100454	71.4909257
