SNP	K	H	CF
290174	0	0	0
400931	0.2182691	0.2187455	0.2182677
824229	1.088438	1.0964859	1.0883488
1315978	2.2872651	2.3096836	2.2869463
1552281	2.7875611	2.8124824	2.7872256
2265913	3.9199043	3.9576466	3.9193753
2541354	4.6921921	4.7358985	4.6916017
3427299	7.1755436	7.280895	7.1729163
3610073	8.1441977	8.2589313	8.1414492
4900563	11.3348891	11.5513588	11.3278271
5668310	14.1224412	14.4165752	14.1125001
5891629	14.7392052	15.0371431	14.7292328
6008178	15.1771601	15.477016	15.1671765
7123630	17.2192157	17.56076	17.2080987
7359421	18.238768	18.5907064	18.2275096
7702216	20.1300771	20.5177775	20.117918
8456601	23.6891079	24.2033685	23.6709683
8633204	23.8344041	24.3488758	23.8162641
9136628	26.5154334	27.1017498	26.4947313
9924267	30.2234431	30.947127	30.1959804
10070201	31.1070459	31.8385369	31.0794912
10358588	33.7021842	34.5009925	33.6723055
10596181	34.469786	35.2744862	34.439847
10847881	36.591367	37.4410647	36.560157
12785230	41.2718656	42.3403148	41.2271027
13107123	45.7994273	47.0725852	45.7423904
13495379	47.2952984	48.5908292	47.2378155
15522173	53.4250901	55.0954269	53.3373512
15712057	54.5450501	56.2279289	54.4571239
16629399	57.6596446	59.4394678	57.5677055
16848354	58.4104326	60.1958924	58.3184371
17211862	60.4971534	62.3261446	60.4039485
17878794	62.1290778	63.9846961	62.035294
18012938	62.8797862	64.7410399	62.785946
18532958	64.5178147	66.405895	64.4233892
18772306	65.5100313	67.4079558	65.4154755
19458259	67.6314654	69.5743813	67.535639
19737683	69.0934388	71.0577253	68.9971961
19990665	70.1194776	72.0942908	70.0230908
20266369	70.9678984	72.9499095	70.8714303
20547090	71.9266249	73.9178271	71.8300394
20997826	73.8489264	75.8770719	73.7513951
21142865	73.8489265	75.877072	73.7513952
21399567	74.3393234	76.3698737	74.2417764
22221736	75.4735469	77.5169608	75.3758055
22806789	76.9802706	79.0463832	76.8820735
23088778	77.8575935	79.9314027	77.7593064
23211977	78.0838001	80.1581209	77.9855114
