SNP	K	H	CF
400931	0	0	0
824229	1.25942	1.27528	1.259154
1552281	4.555528	4.679953	4.550508
1813427	5.638512	5.774664	5.633322
2069771	6.314813	6.455539	6.309582
2265913	7.036071	7.181999	7.03079
3427299	11.613446	11.968605	11.595483
4207452	14.34065	14.770149	14.319991
4330513	14.832398	15.264315	14.811723
4900563	16.538042	16.999046	16.516707
5891629	21.033565	21.696394	21.000213
6528008	22.509879	23.1945	22.476098
7359421	24.080109	24.789383	24.045813
8456601	29.177354	30.145997	29.125581
8633204	30.467013	31.452286	30.414954
9136628	33.771149	34.865516	33.714301
9924267	38.315018	39.615569	38.245763
10358588	40.182028	41.517428	40.111907
11107344	44.082306	45.569674	44.004322
13495379	48.034314	49.677704	47.948151
13495418	48.034314	49.677704	47.948151
14104253	48.034314	49.677704	47.948151
14244642	48.365937	50.010426	48.279769
15522173	49.994444	51.665449	49.907701
15913994	51.91018	53.617876	51.822501
16629399	54.943519	56.743171	54.852133
16848354	55.106706	56.906624	55.015319
17211862	56.338371	58.153457	56.246735
18012938	60.149566	62.109764	60.050591
18258898	61.447511	63.424554	61.348245
18772306	64.462269	66.530144	64.359362
19221428	66.642802	68.75821	66.538516
19458259	68.328176	70.471983	68.223252
19737683	69.412557	71.568121	69.307463
19990665	70.879687	73.056774	70.774173
20266369	71.832939	74.019112	71.72731
20809850	74.61085	76.874151	74.502371
21399567	76.737864	79.046393	76.628104
21678477	77.825538	80.145896	77.715606
21899579	78.125435	80.446693	78.0155
22446488	80.655469	83.04071	80.54338
22806789	82.02849	84.432581	81.916057
23088778	83.173324	85.590521	83.060691
