SNP	K	H	CF
290174	0	0	0
400931	0.2625546	0.2632439	0.2625522
824229	1.3755173	1.3885925	1.3753312
1315978	2.4951462	2.520756	2.494773
1552281	2.9550503	2.9827752	2.9546642
1813427	4.2265992	4.2704907	4.2259391
2069771	4.8863787	4.9346232	4.8856803
2265913	5.4580818	5.5095946	5.4573585
3279457	8.1936806	8.3199912	8.1902359
3427299	8.6273182	8.7555092	8.6238626
4207452	10.874404	11.053072	10.8694386
4330513	11.3227379	11.5034158	11.3177605
4900563	12.5528782	12.7486871	12.5476528
5334452	13.3195573	13.5212439	13.3142717
5891629	15.0245071	15.2552566	15.0185615
6528008	15.9236779	16.162512	15.9176354
7123630	17.1046268	17.3574061	17.0983649
7359421	17.9607386	18.2208468	17.954393
8209329	22.685822	23.1688627	22.6655348
8456601	24.2264491	24.7332215	24.2056749
8633204	25.5916152	26.117022	25.5705019
9136628	28.0454319	28.6310268	28.0223534
9924267	32.5279759	33.3142342	32.4929839
10358588	34.0304711	34.8393008	33.9950272
11748521	39.6599532	40.7850264	39.6010193
12276692	40.915177	42.0560044	40.8559796
12785230	41.0270626	42.1680152	40.967865
13495379	41.0270627	42.1680153	40.9678651
13495418	41.0270628	42.1680154	40.9678652
14104253	41.0270629	42.1680155	40.9678653
15522173	41.869489	43.017538	41.8102116
15712057	44.365121	45.575426	44.3037764
15913994	45.428692	46.650308	45.367187
16629399	46.9218893	48.1657984	46.8599409
17878794	52.2784666	53.8087577	52.1962575
18012938	52.9837702	54.5190356	52.9015143
18258898	53.9244957	55.4686102	53.8421288
18772306	57.1543901	58.8027543	57.0675492
19221428	59.2533407	60.945748	59.165269
19458259	59.7643101	61.4593282	59.6762206
19737683	60.6214306	62.3237949	60.5332572
20266369	61.6673072	63.3806093	61.5789813
20809850	64.1047136	65.8774017	64.0144616
21142865	64.7761706	66.5533671	64.6858782
21399567	65.0770747	66.8551766	64.9867787
21678477	65.9858613	67.7722217	65.8954653
21899579	66.4503862	68.2389044	66.3599767
22221736	66.996244	68.7877417	66.9058129
22446488	67.5975714	69.392685	67.5071113
22806789	67.8214342	69.6170489	67.7309726
23211977	70.0080216	71.8514328	69.9161688
