SNP	K	H	CF
290174	0	0	0
824229	1.615296	1.641383	1.614734
1552281	4.116321	4.204933	4.113679
2069771	5.65727	5.769624	5.654141
2541354	7.332191	7.472593	7.328436
3427299	9.350774	9.531912	9.345924
3610073	9.995126	10.180416	9.99024
4330513	11.080851	11.277928	11.075795
5334452	13.070535	13.30719	13.06443
5668310	13.485703	13.724082	13.479589
6008178	14.276938	14.521577	14.270757
6528008	15.601029	15.863198	15.594539
7123630	16.417655	16.686492	16.411093
7359421	17.265633	17.541661	17.25899
8209329	21.164897	21.592814	21.150396
8456601	21.956711	22.390897	21.942144
8633204	22.975077	23.419633	22.960369
9136628	24.617592	25.089122	24.602294
9924267	30.209348	30.992906	30.171026
10070201	31.167583	31.960322	31.129143
10358588	32.972764	33.798082	32.93354
10847881	36.144325	37.070164	36.100866
11107344	38.3273	39.300778	38.282456
12276692	42.582206	43.736508	42.527165
13107123	44.670877	45.868791	44.614622
13495379	46.013189	47.229119	45.956612
15522173	47.307102	48.539773	47.250237
16629399	52.611145	54.124619	52.534606
16848354	54.729348	56.287675	54.651543
17211862	56.377069	57.962542	56.298668
18012938	59.292285	60.962695	59.210593
18532958	61.656135	63.382401	61.572685
19221428	63.567902	65.330708	63.483521
19737683	64.879042	66.659037	64.794361
19990665	65.681503	67.467937	65.596753
20266369	66.024543	67.812154	65.939788
20547090	66.367571	68.156359	66.282811
21142865	67.569464	69.372696	67.484473
22221736	68.971987	70.794887	68.886628
22446488	69.843222	71.673713	69.757775
22806789	70.779079	72.618327	70.693523
23088778	72.129243	73.986719	72.043359
23211977	72.542708	74.401893	72.456815
