SNP	K	H	CF
290174	0	0	0
824229	2.553857	2.619051	2.551642
1315978	4.879524	4.998786	4.875636
1552281	5.697735	5.82369	5.693773
2069771	7.414807	7.57024	7.410171
2541354	8.276249	8.439103	8.271528
3427299	10.993917	11.230591	10.986527
3610073	11.316993	11.554711	11.309599
4207452	13.374026	13.654047	13.365474
4900563	15.030197	15.337641	15.021039
5668310	17.707069	18.086135	17.695361
5891629	18.368816	18.752262	18.35707
6008178	18.368816	18.752262	18.35707
6528008	19.744119	20.146476	19.732026
7359421	22.257846	22.723365	22.24364
7702216	23.249671	23.725027	23.235336
8456601	26.796654	27.397715	26.776398
8633204	27.85745	28.469763	27.837035
9924267	34.303512	35.330197	34.247967
10070201	35.242797	36.278303	35.187141
10847881	39.280941	40.479336	39.216562
11748521	43.319951	44.681305	43.246844
12276692	44.93767	46.32519	44.863998
13107123	45.201824	46.590042	45.12815
13495379	45.201824	46.590042	45.128151
14104253	45.201824	46.590042	45.128151
15522173	48.403611	49.894273	48.325579
15712057	49.107651	50.60327	49.029573
15913994	49.687584	51.186566	49.60948
16629399	53.334185	54.966026	53.249649
16848354	54.317554	55.959064	54.232891
17211862	55.824502	57.488718	55.739383
17878794	58.799061	60.551705	58.710446
18012938	60.167041	61.938397	60.078085
18258898	61.575072	63.36625	61.485744
18532958	62.492887	64.292488	62.403455
18772306	63.484953	65.294396	63.395391
19221428	65.185892	67.024261	65.095675
19737683	67.862196	69.772158	67.769431
20266369	69.376622	71.309515	69.283394
20547090	70.307434	72.24899	70.214098
20997826	71.133295	73.081671	71.039884
21142865	71.662283	73.613457	71.568852
21899579	74.333111	76.355585	74.237147
22221736	74.798881	76.823525	74.702904
22806789	78.390476	80.544004	78.288353
23211977	81.916935	84.194719	81.808994
