SNP	K	H	CF
290174	0	0	0
824229	2.148949	2.195114	2.147628
2069771	8.493197	8.940782	8.458367
2265913	10.051156	10.523009	10.015822
2541354	11.349113	11.837812	11.313488
3427299	14.944974	15.562863	14.903182
3610073	16.431909	17.071905	16.389679
4207452	18.213028	18.884741	18.170045
5334452	21.718301	22.512783	21.669604
6008178	22.453944	23.253838	22.405194
6528008	24.198708	25.029037	24.14925
7123630	26.896573	27.799652	26.844505
7702216	28.862375	29.804088	28.809296
8209329	33.231986	34.364391	33.167867
8633204	37.630072	38.955659	37.554696
9924267	45.095382	46.97622	44.965739
10070201	45.709688	47.594299	45.580014
10847881	50.419398	52.525495	50.275917
11107344	53.121389	55.300459	52.975286
11748521	55.632307	57.874398	55.484098
12276692	56.320647	58.567476	56.172395
12785230	58.414645	60.705309	58.26517
13107123	59.658932	61.965077	59.509201
13495379	61.811515	64.163982	61.660457
13495418	62.510876	64.868234	62.359772
14104253	62.657427	65.015	62.506323
14244642	63.31887	65.680818	63.167727
15712057	65.955279	68.3867	65.801699
16629399	72.043395	74.844556	71.860166
17878794	77.260129	80.332941	77.058175
18012938	77.934573	81.011933	77.732578
18532958	79.441886	82.541963	79.239434
18772306	80.670861	83.78604	80.468162
19458259	84.590538	87.859199	84.379859
19737683	86.264709	89.561393	86.053404
20547090	89.035488	92.408905	88.821356
20809850	89.812409	93.191861	89.598214
20997826	90.251866	93.63325	90.037661
21142865	90.544437	93.926677	90.330228
21899579	94.686283	98.239876	94.462665
22221736	95.457738	99.017282	95.234059
22806789	98.855989	102.530926	98.627101
23088778	100.027698	103.716362	99.798595
23211977	100.64533	104.337809	100.416196
