SNP	K	H	CF
400931	0	0	0
824229	2.471439	2.532494	2.469431
1315978	5.987361	6.171932	5.979587
1552281	7.387487	7.591658	7.379347
1813427	8.5183	8.735257	8.509967
2069771	8.990272	9.209457	8.981925
2265913	9.847536	10.07407	9.839105
2541354	11.158586	11.402307	11.149855
3427299	12.337718	12.595341	12.328769
3610073	12.729072	12.988226	12.720114
4207452	13.279845	13.542033	13.270865
4900563	15.224555	15.524553	15.214597
5334452	16.337688	16.650075	16.327545
5668310	17.450871	17.775649	17.440544
5891629	17.71159	18.037047	17.701261
6008178	17.841809	18.167436	17.83148
6528008	19.284766	19.631212	19.274037
7359421	20.939804	21.313636	20.928471
7702216	22.960002	23.374634	22.947571
8456601	27.698622	28.337465	27.672131
8633204	29.001811	29.657635	28.975025
9136628	32.695142	33.487249	32.661675
9924267	38.15978	39.249917	38.10481
10070201	38.952688	40.049112	38.897653
10358588	41.13895	42.283155	41.082523
10847881	44.239865	45.480166	44.179478
11748521	48.975122	50.439315	48.900704
12785230	49.759224	51.229565	49.684741
13495379	49.759224	51.229565	49.684742
13495418	49.759224	51.229565	49.684742
14104253	49.759224	51.229565	49.684742
15522173	50.412477	51.887085	50.337958
15712057	51.316679	52.799463	51.242061
16629399	55.225225	56.860621	55.142694
16848354	58.457198	60.196977	58.370184
17211862	59.166405	60.911214	59.079344
17878794	62.020908	63.847155	61.930756
18012938	63.182157	65.021888	63.091796
18258898	63.868945	65.713392	63.778541
18772306	65.370349	67.237335	65.279494
19221428	68.070577	70.010439	67.977104
19458259	68.912566	70.859518	68.819014
19737683	70.804612	72.787354	70.710158
20809850	73.679095	75.744418	73.581485
20997826	74.103297	76.17042	74.005677
21142865	74.363938	76.43174	74.266315
21678477	76.430205	78.540689	76.331408
22446488	79.275285	81.46667	79.173427
22806789	81.633875	83.880869	81.530271
23211977	84.378929	86.701238	84.272576
