SNP	K	H	CF
498807	0	0	0
757335	0.9116646	0.9199754	0.9115636
988154	1.638851	1.6524496	1.6386987
1172482	2.68265	2.7071431	2.6823462
1788467	3.3446403	3.3735155	3.3442978
1986922	3.6088491	3.6384224	3.6085041
2033717	3.6088492	3.6384225	3.6085042
2324211	3.7408621	3.7706097	3.7405169
2918308	4.0050976	4.0355434	4.0047499
4344527	4.0050977	4.0355435	4.00475
4778556	4.1371177	4.1677378	4.1367697
5469974	4.1371178	4.1677379	4.1367698
5627965	4.4013526	4.4326709	4.4010021
5682223	4.4013527	4.432671	4.4010022
6044749	4.8214802	4.8545635	4.8211198
6809099	6.7370303	6.806798	6.7357342
6809112	6.9681706	7.0384725	6.9668728
6970449	6.9689199	7.0392218	6.9676221
7633698	8.7014898	8.8018037	8.6994994
8561080	11.1008022	11.258661	11.0969743
8796903	12.1160179	12.2841826	12.1120506
9461465	13.4814128	13.6682182	13.4771064
9792570	16.2993462	16.5655171	16.2920657
10005836	16.8038088	17.0725246	16.7965112
10365194	18.6787762	18.9826387	18.6706009
10556376	19.0023123	19.3072216	18.9941326
10811132	20.4287818	20.7540365	20.4202154
11029317	20.8617495	21.1888787	20.8531722
11193105	21.1486592	21.4766116	21.1400787
12520610	29.5030106	30.5256913	29.4187869
12717797	29.9425631	30.9671758	29.858328
13156699	32.8574914	33.9670241	32.7699652
13659835	34.1548474	35.2812096	34.0670302
13796827	34.8777539	36.0093418	34.7898863
15097876	37.9689419	39.1960234	37.877151
15445245	39.4235463	40.6717836	39.3313453
15980603	42.3351685	43.6681334	42.2396876
17124023	47.81322	49.4456769	47.6960797
17729906	49.6684366	51.3353038	49.5504461
17766645	49.8201556	51.4872531	49.7021647
18324318	51.7198172	53.4229932	51.6009136
19006196	56.2157771	58.1208177	56.0848531
19091793	57.5930458	59.5170528	57.4617739
