SNP	K	H	CF
988154	0	0	0
1172482	5.700974	6.025283	5.676585
1788467	9.340737	9.797408	9.309953
1986922	9.905102	10.364958	9.874294
2033717	10.020003	10.479991	9.989194
2324211	11.878092	12.372597	11.846429
4778556	12.918317	13.423642	12.886504
4811650	13.033262	13.538719	13.001449
5469974	13.512834	14.020591	13.481007
6044749	15.938179	16.504735	15.904454
6809099	19.57687	20.275711	19.536755
6809112	19.57687	20.275711	19.536756
7400522	22.735808	23.534372	22.691507
8225326	24.683325	25.519807	24.638041
8561080	25.286726	26.126848	25.241412
9057864	26.793062	27.655872	26.747293
9461465	27.71699	28.588336	27.671116
9792570	29.554835	30.45995	29.508134
9885676	29.931664	30.838199	29.884956
10365194	33.04134	34.044514	32.990638
10811132	34.347866	35.368107	34.296867
11029317	34.57794	35.598711	34.526939
11193105	35.07402	36.097252	35.023003
11537081	36.194538	37.230325	36.143334
12019213	37.93395	38.999986	37.882044
12717797	41.056973	42.220478	41.001022
13156699	42.31266	43.491931	42.256445
13659835	43.255359	44.443516	43.199033
13796827	43.400879	44.589249	43.344553
14053664	44.208659	45.403553	44.152262
15097876	46.850987	48.115668	46.792137
15445245	48.161798	49.443659	48.102648
15980603	49.784591	51.092782	49.724872
16325026	51.173751	52.501237	51.113675
16600230	52.213655	53.551955	52.153429
16858265	53.561968	54.918445	53.501416
17124023	54.294516	55.656359	54.233911
17766645	56.350361	57.754456	56.288599
18324318	57.939504	59.368849	57.877207
19006196	60.21815	61.699399	60.154279
19582242	62.120736	63.638175	62.055949
