SNP	K	H	CF
757335	0	0	0
1172482	1.540842	1.56458	1.540355
1986922	3.572828	3.637844	3.571224
2033717	4.156082	4.2245	4.154452
4344527	5.197127	5.276382	5.195346
4811650	5.812677	5.895721	5.810865
5469974	6.00633	6.089749	6.004517
5682223	6.00633	6.089749	6.004517
6044749	6.589722	6.676545	6.587883
6809099	11.385828	11.702325	11.369413
6809112	11.876819	12.195726	11.860387
7633698	17.938441	18.623884	17.892742
8225326	20.734611	21.4982	20.686007
8796903	24.008194	24.878869	23.954932
9057864	24.660478	25.535408	24.607179
9792570	29.1233	30.197134	29.058244
10365194	32.808865	34.01841	32.737169
10811132	33.809206	35.028757	33.737377
11029317	34.292372	35.514258	34.220528
11193105	34.969823	36.196298	34.897938
11537081	36.230307	37.472668	36.158155
12717797	44.116475	45.978191	43.98051
13007536	45.046214	46.916574	44.910142
13156699	45.695193	47.569765	45.559084
13796827	48.910837	50.888741	48.770313
14053664	50.31291	52.31047	50.172019
14844195	52.727607	54.783451	52.584843
15782230	57.206534	59.462719	57.051886
15980603	58.831779	61.114373	58.676559
16325026	60.832552	63.155166	60.676265
16600230	61.901795	64.235842	61.745346
17124023	64.681018	67.092266	64.521715
17766645	67.349864	69.832305	67.188033
19091793	72.809058	75.588937	72.625789
19582242	75.13587	77.96987	74.950925
