SNP	K	H	CF
176156	0	0	0
498807	4.491602	4.693076	4.479617
1788467	11.499814	12.190839	11.442816
1986922	12.653013	13.357335	12.59581
2324211	14.91584	15.671348	14.857095
2918308	15.08624	15.842038	15.027494
3036262	15.45149	16.208623	15.392738
3042043	15.45149	16.208623	15.392738
4344527	15.67045	16.428063	15.611697
4778556	15.670451	16.428063	15.611697
5469974	16.999131	17.774396	16.940066
5627965	17.352865	18.12938	17.293793
5682223	17.352865	18.12938	17.293793
6044749	19.313259	20.128196	19.253184
6970449	24.922303	26.051196	24.838991
7048904	25.040109	26.169141	24.956797
7400522	27.824477	29.030996	27.738296
8225326	30.963718	32.26872	30.873428
8796903	32.112402	33.430598	32.02191
9057864	32.570089	33.89038	32.479584
9461465	33.257548	34.582565	33.167
9792570	33.934835	35.264439	33.844246
9885676	35.051809	36.393888	34.961034
10005836	35.921187	37.270824	35.830324
10365194	37.688692	39.069563	37.597094
11193105	40.342816	41.794098	40.248732
12019213	41.879216	43.3541	41.784649
12717797	44.67127	46.224068	44.57381
13007536	46.410183	47.993213	46.312022
13659835	47.506705	49.101758	47.408369
14053664	48.22838	49.828641	48.129993
14129620	53.08274	54.91828	52.969244
14844195	57.469673	59.497419	57.345006
15445245	59.189136	61.246442	59.063792
15782230	60.063187	62.128132	59.937754
16325026	62.38583	64.504702	62.25873
16600230	63.336721	65.464634	63.209505
16858265	63.994356	66.126594	63.867103
17115039	64.984684	67.126729	64.857301
17124023	64.984684	67.126729	64.857302
17766645	66.547005	68.713455	66.419115
18324318	67.113189	69.282844	66.985275
19091793	69.427035	71.650209	69.297472
