SNP	K	H	CF
176156	0	0	0
498807	8.560296	9.28953	8.479029
988154	14.129991	15.1688	14.025969
1172482	16.430443	17.52215	16.3248
1788467	18.281478	19.40745	18.174991
2359775	19.934508	21.0878	19.827419
4811650	20.83638	21.25058	19.989939
5469974	20.962678	21.63218	20.370088
6809099	25.124549	21.63218	20.370088
6809112	25.124549	21.63218	20.370088
6970449	25.815441	21.63218	20.370088
7048904	25.99122	21.8121	20.54968
7400522	27.325215	21.99202	20.729282
8225326	31.160525	22.11848	20.85558
8561080	32.656805	26.45336	25.007905
9461465	34.66375	26.45336	25.007905
9792570	35.77405	27.14903	25.698753
10556376	39.424267	27.32512	25.874531
10811132	40.401342	28.6769	27.20821
11029317	40.896797	32.65917	31.036042
12019213	43.675876	34.17783	32.531876
12335750	45.471189	36.22504	34.537744
12520610	46.485366	37.34767	35.647862
12717797	47.559361	41.13101	39.291629
13659835	50.664752	42.11763	40.268579
13796827	51.256043	42.61554	40.764018
15097876	54.221316	45.47181	43.540244
15445245	55.875653	47.29935	45.334787
15980603	57.553586	48.32381	46.348824
16325026	58.527042	49.40934	47.422654
16600230	59.596012	52.61111	50.524068
16858265	61.3665	53.20589	51.115332
17729906	63.571183	56.25904	54.077139
18324318	65.902814	57.94074	55.730874
19006196	69.108006	59.64683	57.408178
19582242	72.532872	60.62976	58.381511
