SNP	K	H	CF
498807	0	0	0
1788467	3.057196	3.150603	3.053401
1986922	3.477259	3.57243	3.473454
2033717	3.477259	3.57243	3.473454
2324211	4.335841	4.438383	4.331951
2918308	5.078806	5.186868	5.074862
3036262	5.40712	5.51626	5.403171
3520754	5.40712	5.51626	5.403171
4811650	6.2137	6.329345	6.20968
5627965	8.238687	8.395326	8.233562
5682223	8.382385	8.539231	8.37726
6044749	9.868711	10.047645	9.863148
6970449	14.323362	14.700474	14.306106
7048904	14.408055	14.785239	14.390799
7633698	17.884841	18.382808	17.862009
8561080	22.347157	23.043982	22.31257
8796903	22.650735	23.348482	22.616145
9792570	25.790569	26.586837	25.751868
9885676	26.389852	27.189712	26.351122
10005836	27.797155	28.616817	27.758054
10365194	30.994759	31.916598	30.951316
11029317	33.49247	34.476669	33.446955
11193105	33.93801	34.924194	33.892483
11537081	35.484917	36.495026	35.438897
12520610	41.26693	42.610613	41.195476
12717797	42.194304	43.546586	42.122743
13007536	43.497057	44.86631	43.425202
13156699	43.871826	45.242484	43.799964
14844195	46.657694	48.105921	46.582957
15097876	47.294047	48.746324	47.219276
15445245	49.477707	50.977653	49.401551
15980603	51.815921	53.370519	51.738064
16600230	53.892741	55.490458	53.813692
16858265	54.95468	56.563674	54.875471
17124023	55.94993	57.568828	55.870589
17729906	57.233968	58.869352	57.154345
18324318	58.606109	60.260318	58.526142
19091793	61.881848	63.643286	61.797215
