SNP	K	H	CF
498807	0	0	0
988154	4.665279	4.882613	4.651857
1172482	5.436041	5.659314	5.422558
2918308	11.866131	12.50173	11.817775
3036262	11.866131	12.50173	11.817775
3042043	11.866131	12.50173	11.817775
4344527	11.866131	12.501731	11.817775
4778556	11.866131	12.501731	11.817775
5627965	12.720691	13.363593	12.672253
5682223	12.720691	13.363593	12.672253
6044749	14.790108	15.475823	14.74049
6970449	19.001057	19.863883	18.941552
7048904	19.257797	20.121283	19.198291
7400522	21.903049	22.836475	21.841081
8561080	28.518545	29.888348	28.418636
8796903	29.754041	31.139107	29.653881
9461465	31.399291	32.811421	31.298538
10005836	34.367789	35.867987	34.26356
10365194	35.487031	36.999754	35.382615
10556376	35.985438	37.500646	35.881006
10811132	36.412068	37.929096	36.307626
11193105	37.052479	38.573609	36.948002
11537081	37.265256	38.786838	37.160777
12019213	41.177674	42.85217	41.065259
12520610	42.678831	44.375859	42.565965
12717797	43.748798	45.457273	43.635769
13007536	44.389192	46.101768	44.276129
13156699	45.02967	46.746347	44.916571
13796827	46.099366	47.827485	45.986104
14053664	46.953982	48.689405	46.840637
15097876	50.827801	52.713139	50.706751
15445245	51.721939	53.615271	51.600794
15980603	52.362342	54.259775	52.241162
16325026	54.449585	56.390572	54.327195
16600230	55.369657	57.319108	55.247162
16858265	56.224545	58.181304	56.101967
17124023	56.862758	58.82359	56.740146
17729906	58.150574	60.12799	58.027677
18324318	59.575405	61.573119	59.452123
19006196	62.71488	64.811092	62.587488
19582242	64.941097	67.086853	64.812237
