SNP	K	H	CF
757335	0	0	0
988154	2.411373	2.469497	2.409508
1172482	8.572034	9.00874	8.539458
1788467	11.908705	12.456662	11.871198
1986922	13.426594	13.997587	13.388621
2033717	13.565717	14.136904	13.527744
2324211	16.689135	17.357815	16.647114
2918308	19.786532	20.55109	19.740564
3520754	20.617567	21.389031	20.571523
4811650	22.222087	23.019291	22.175493
5627965	23.55857	24.373634	23.511658
6044749	26.094699	26.974055	26.045618
6809099	30.35471	31.415324	30.295395
6809112	30.35471	31.415324	30.295395
7048904	32.073803	33.163964	32.013811
7400522	34.814426	35.979659	34.751697
7633698	35.388096	36.55662	35.325342
8225326	38.931354	40.22532	38.862699
8561080	40.992403	42.328836	40.922582
9057864	43.775056	45.188881	43.702371
9461465	45.144342	46.576914	45.071315
9885676	47.455895	48.94188	47.381224
10005836	47.455895	48.94188	47.381225
10556376	49.698222	51.234471	49.622051
10811132	51.222412	52.781889	51.14577
11029317	52.13729	53.705137	52.060546
11193105	52.419369	53.988011	52.342622
12019213	55.239853	56.888005	55.160124
12520610	56.635775	58.30341	56.555683
12717797	57.245004	58.916351	57.164883
13659835	61.620164	63.482687	61.528961
13796827	61.948565	63.812167	61.857357
14053664	62.57872	64.446292	62.487478
14844195	64.00613	65.894074	63.914501
15097876	65.400981	67.308379	65.308991
15445245	67.178806	69.117804	67.086067
15980603	68.956611	70.927208	68.863124
16325026	70.513076	72.507895	70.419087
17124023	73.344738	75.419697	73.247731
17766645	75.345057	77.460018	75.246984
18324318	76.566363	78.696239	76.468047
19006196	78.310246	80.470527	78.211224
19091793	78.718024	80.879968	78.618994
