SNP	K	H	CF
498807	0	0	0
757335	6.28795	6.682295	6.255316
1447413	9.860129	10.381971	9.821449
1986922	11.884915	12.447743	11.845129
2033717	12.0236	12.58662	11.983814
2324211	13.233669	13.81133	13.193647
3042043	13.848992	14.430439	13.808939
3520754	13.848992	14.43044	13.808939
4778556	14.528429	15.114493	14.488334
4811650	14.641308	15.2275	14.601213
5469974	15.134831	15.723458	15.09472
5627965	16.000431	16.59655	15.960233
5682223	16.000431	16.59655	15.960234
6809099	20.745526	21.566467	20.69121
6809112	20.745526	21.566468	20.69121
6970449	21.99449	22.831029	21.939914
7048904	22.47412	23.31296	22.41953
7400522	24.042598	24.906035	23.987494
8225326	29.688651	30.870191	29.60985
8796903	31.057495	32.25777	30.978353
9057864	31.946527	33.154705	31.867291
9461465	32.854024	34.070438	32.774688
9885676	34.566819	35.812563	34.486814
10005836	35.798191	37.059097	35.717938
10556376	37.742705	39.041412	37.661472
11029317	39.631034	40.965391	39.548905
11193105	40.364991	41.704734	40.282809
12019213	44.831831	46.370836	44.73786
12520610	47.465464	49.073798	47.369064
12717797	47.803809	49.413288	47.707404
13007536	49.202893	50.831943	49.106123
13156699	49.99828	51.633657	49.901443
13796827	51.253077	52.904197	51.155977
14053664	51.627005	53.279523	51.529898
14844195	52.926445	54.595847	52.829045
15097876	54.357523	56.047402	54.259733
15445245	55.952699	57.668019	55.854368
15782230	57.00577	58.732179	56.907283
15980603	57.843179	59.5766	57.744614
16325026	59.200016	60.951845	59.101119
16600230	60.520665	62.289934	60.421461
16858265	61.567204	63.347424	61.467847
17124023	61.868708	63.649837	61.769347
17766645	62.776383	64.56575	62.676922
18324318	64.639638	66.463714	64.539316
19006196	68.402634	70.368179	68.295248
19582242	72.239563	74.352184	72.124689
