SNP	K	H	CF
27343	0	0	0
271377	2.75502	2.830882	2.75224
1384732	8.666302	9.090787	8.63636
1603469	9.659847	10.094203	9.629774
1917139	10.620128	11.063704	10.589937
2229415	11.260424	11.7081	11.230198
2287470	11.260424	11.7081	11.230199
2736279	11.900794	12.35257	11.870533
2904105	12.113742	12.565972	12.08348
3162852	12.754058	13.210387	12.72376
3619476	14.254708	14.733554	14.22396
4233682	14.894949	15.377894	14.864167
4448082	15.345163	15.830135	15.314368
5010563	16.49764	16.995893	16.466642
5535964	18.320062	18.851519	18.288257
6055546	19.949962	20.507981	19.917581
6801277	23.011358	23.66304	22.975166
7047330	23.677619	24.333739	23.641387
7340989	24.546166	25.20983	24.509847
9358168	35.489216	37.340943	35.286102
9881268	38.418206	40.355674	38.211754
10934107	42.375323	44.469216	42.16066
11639432	42.588107	44.682453	42.373443
13445912	42.807835	44.902663	42.593169
13784419	43.662447	45.764578	43.447698
13848611	43.662447	45.764579	43.447698
14577084	46.468634	48.649471	46.250948
14894827	48.17864	50.388713	47.960288
15282634	49.285765	51.508094	49.067232
15878281	51.280611	53.542723	51.061021
16583743	54.410508	56.770519	54.186846
16816665	55.695352	58.07187	55.471408
17115580	57.196146	59.595184	56.971751
17959456	60.607114	63.122409	60.377453
18089003	61.833261	64.363589	61.603354
18707445	63.233374	65.783302	63.003101
19320777	64.950777	67.530194	64.719829
19697188	65.805453	68.392174	65.574422
19723111	65.805453	68.392174	65.574422
20300339	67.086696	69.689831	66.855385
20788561	68.15606	70.77063	67.924586
21757545	72.222152	75.001872	71.981774
21901746	72.990901	75.77653	72.750462
22280040	75.894153	78.764023	75.650462
23272788	79.610916	82.618803	79.360417
23796622	81.34793	84.385983	81.096733
24531404	84.120565	87.235453	83.866534
24757037	84.390214	87.505829	84.136181
25612289	86.982262	90.165034	86.725913
25683652	87.207255	90.390533	86.950904
25899673	87.420215	90.603947	87.163863
26040116	88.628861	91.8272	88.372274
