SNP	K	H	CF
27343	0	0	0
778236	3.609003	3.739139	3.602768
1384732	6.150407	6.345103	6.141989
1603469	8.227182	8.464995	8.217572
1917139	9.222452	9.47017	9.21271
2287470	10.842629	11.116592	10.83232
2736279	12.292327	12.587304	12.281613
3619476	14.60788	14.956455	14.595514
3858361	15.627582	15.986555	15.615075
4233682	16.323758	16.687577	16.311206
5337548	20.008648	20.508128	19.98946
5535964	20.579663	21.082404	20.560451
6055546	21.504309	22.015599	21.484991
6519202	23.598149	24.153268	23.57761
7340989	26.873328	27.535639	26.848124
7813295	28.261125	28.942692	28.235565
8024482	29.662412	30.363613	29.636486
10488859	42.067212	44.291672	41.801399
10934107	42.659517	44.887485	42.393676
11648803	42.659517	44.887485	42.393676
12212646	42.659517	44.887485	42.393676
13211824	42.781531	45.009648	42.51569
13784419	43.862378	46.102177	43.59637
13848611	44.136662	46.377213	43.87065
14139628	45.86557	48.136007	45.59887
14303285	46.502513	48.777006	46.235779
14577084	47.246689	49.52672	46.9799
15466566	51.334072	53.780984	51.058238
15878281	53.040065	55.516075	52.76357
16583743	55.764473	58.314671	55.48529
16816665	56.777656	59.338119	56.498334
17115580	57.582988	60.149936	57.303596
17591339	59.301965	61.898456	59.021897
18089003	61.770119	64.427503	61.488051
18638175	63.799345	66.497896	63.516165
19697188	66.165611	68.920132	65.880668
19723111	66.284809	69.039472	65.999866
20300339	67.826468	70.604895	67.541037
21757545	73.487957	76.586226	73.178637
21901746	73.834607	76.934078	73.525281
22203115	75.03577	78.149667	74.726213
22280040	75.622075	78.73941	75.312491
23272788	79.799131	83.090741	79.479897
23796622	81.050443	84.357709	80.730948
24070109	82.397712	85.723128	82.077891
24531404	84.642046	88.017815	84.320721
25683652	88.564069	92.093503	88.234749
