SNP	K	H	CF
27343	0	0	0
271377	3.086587	3.181797	3.082682
508090	7.361843	7.639608	7.347593
1384732	12.486854	13.026818	12.454843
1603469	13.109519	13.65336	13.077475
1917139	14.742004	15.31249	14.709381
2229415	16.322889	16.918364	16.28974
2736279	17.798668	18.415918	17.76509
3162852	19.123208	19.758001	19.089321
3619476	21.049559	21.721451	21.01472
4233682	23.263049	23.98392	23.226767
5337548	25.648488	26.426241	25.6104
5535964	26.079194	26.858801	26.041095
6055546	28.320126	29.149935	28.28053
6519202	29.846127	30.699219	29.806058
6801277	30.639644	31.499032	30.599508
7047330	31.492887	32.359555	31.452668
7813295	33.961715	34.889309	33.919495
8427379	36.187762	37.164894	36.144075
9358168	41.289601	42.526569	41.228389
10782718	48.29791	50.024442	48.191684
11639432	48.624665	50.352265	48.518434
12578089	48.775177	50.503003	48.668945
13784419	49.282248	51.012646	49.175999
13848611	49.425341	51.155944	49.319092
14303285	51.169973	52.931007	51.063017
14577084	52.263394	54.036382	52.156263
14894827	52.902387	54.679459	52.795222
15282634	54.568616	56.373445	54.460834
15466566	55.217473	57.026512	55.109655
15878281	57.915757	59.797569	57.805328
16583743	60.275112	62.212568	60.162935
16816665	61.370339	63.31979	61.257987
17115580	62.343083	64.301996	62.230608
17591339	64.225088	66.219412	64.111726
17959456	66.14141	68.172447	66.027111
18089003	67.210406	69.25287	67.095944
18638175	68.351997	70.407493	68.237337
19320777	70.98598	73.110821	70.868889
19697188	71.972995	74.107578	71.855777
20300339	73.285217	75.437017	73.167697
20788561	74.381132	76.544942	74.263437
21294493	77.213185	79.457157	77.092471
21757545	78.822227	81.092085	78.700958
21901746	79.37239	81.645275	79.2511
22203115	80.352803	82.635299	80.231387
22280040	80.69182	82.975466	80.570399
23058019	83.675032	86.04762	83.550083
23272788	84.392808	86.770548	84.26781
23447475	85.796518	88.19396	85.671152
23796622	86.460088	88.861932	86.334682
24531404	89.601073	92.101511	89.471552
24757037	89.951056	92.452719	89.821529
25612289	92.692903	95.269705	92.560636
25683652	92.735162	95.311982	92.602895
25899673	94.207161	96.805646	94.074469
26040116	95.707658	98.328654	95.574516
26354551	103.121149	106.289742	102.934846
