SNP	K	H	CF
508090	0	0	0
778236	4.420849	4.616033	4.409418
1166716	6.473753	6.71107	6.46117
1384732	6.970697	7.210484	6.958098
1603469	7.985403	8.235486	7.972665
1917139	8.87247	9.130421	8.859639
2229415	10.074499	10.346897	10.061436
2904105	12.117521	12.431647	12.103323
3162852	12.117521	12.431647	12.103323
4448082	16.708275	17.232856	16.681285
5010563	18.409203	18.96271	18.381558
5337548	19.648326	20.217186	19.620427
5799941	21.353036	21.95095	21.324477
6055546	22.038625	22.641239	22.010023
6519202	24.495368	25.158314	24.464794
6801277	25.618204	26.293757	25.587442
7813295	30.254908	31.145143	30.210967
8024482	31.032998	31.929287	30.988994
8427379	32.74891	33.674637	32.704234
9358168	37.012827	38.120144	36.957889
9881268	38.970392	40.11602	38.914455
10488859	41.871501	43.101246	41.81232
10934107	42.287062	43.518534	42.227871
13096724	42.563853	43.796091	42.50466
13445912	43.171803	44.407737	43.112579
13848611	44.876581	46.141572	44.816698
14139628	46.866123	48.170686	46.805191
14303285	47.516514	48.825307	47.455545
14577084	47.905967	49.216276	47.84499
14894827	49.110312	50.435125	49.049103
15282634	51.017715	52.378901	50.955581
15466566	51.776953	53.143903	51.714761
15878281	53.886282	55.297712	53.822841
16583743	55.92217	57.375036	55.857606
16816665	57.172628	58.64113	57.107804
17115580	58.605189	60.09421	58.539973
17591339	60.467172	61.990855	60.401097
17959456	62.531012	64.097277	62.463766
18089003	63.374282	64.947658	63.306957
18638175	65.40731	67.022006	65.338865
19320777	67.896247	69.572866	67.825752
19697188	68.735097	70.418752	68.664523
19723111	68.735097	70.418752	68.664523
20097401	69.727118	71.420614	69.656414
20300339	70.493907	72.193282	70.423143
21294493	73.614778	75.411488	73.539977
21757545	75.655879	77.494239	75.579946
22280040	78.307424	80.216058	78.229012
23058019	79.651255	81.577946	79.57252
23272788	80.626239	82.562435	80.547381
23796622	81.668734	83.615797	81.589724
24531404	83.178319	85.148167	83.098851
25683652	86.944675	89.056243	86.858124
26783646	90.108488	92.320087	90.017731
