SNP	K	H	CF
271377	0	0	0
508090	1.84302	1.87698	1.842186
778236	2.615136	2.655057	2.614241
1166716	4.741427	4.826545	4.739252
2229415	7.239964	7.387483	7.235715
2287470	7.239964	7.387483	7.235715
2904105	8.126328	8.281703	8.121986
3162852	8.809825	8.969872	8.805441
3619476	9.812111	9.982203	9.807593
4233682	10.602833	10.779177	10.598249
4448082	10.725036	10.90153	10.720452
5337548	12.659924	12.873846	12.654375
5535964	13.069697	13.285298	13.064139
5799941	14.090969	14.316999	14.085269
6801277	16.358548	16.63598	16.351297
7340989	17.771863	18.069267	17.764235
7813295	19.910073	20.253183	19.901145
8427379	22.608714	23.024615	22.597172
9881268	32.318057	33.670805	32.188883
10488859	38.150551	39.84271	37.995277
10782718	39.455014	41.164188	39.299444
11639432	41.166316	42.90477	41.010079
12578089	42.389306	44.142716	42.232825
13096724	42.655733	44.409852	42.49925
13784419	44.493927	46.281828	44.336617
14139628	46.188833	48.005456	46.030874
14303285	46.968999	48.791707	46.810976
15466566	52.563722	54.698789	52.382638
17115580	58.921856	61.460097	58.707046
17591339	59.951397	62.500237	59.736441
17959456	61.167437	63.731062	60.952241
18089003	61.570446	64.135696	61.355242
18638175	63.672263	66.281676	63.455822
18707445	64.065503	66.676463	63.849055
19320777	66.498301	69.168422	66.279938
19697188	67.794985	70.481918	67.576331
20300339	68.861303	71.559606	68.642487
20788561	69.930978	72.640722	69.711999
21294493	71.760012	74.503203	71.540219
21757545	73.780423	76.564423	73.559532
21901746	74.190347	76.976027	73.969446
22203115	76.019213	78.838333	75.797498
22280040	76.019213	78.838333	75.797498
23058019	78.141978	81.006146	77.91899
23272788	78.428706	81.293696	78.205714
24070109	79.659743	82.539886	79.436503
24531404	80.793217	83.686206	80.569783
24757037	81.194409	84.089008	80.970966
25612289	82.704256	85.621648	82.480355
25899673	83.578371	86.503403	83.354381
