SNP	K	H	CF
271377	0	0	0
778236	4.667048	4.884545	4.653611
1166716	6.729525	6.989549	6.71492
1384732	6.959523	7.220076	6.944916
1917139	8.802687	9.097204	8.787246
2229415	10.841097	11.177154	10.824529
2287470	10.994749	11.331043	10.978181
2736279	12.617546	12.980169	12.600408
3162852	13.309541	13.676953	13.29236
3619476	15.283976	15.690362	15.26577
4233682	16.78977	17.218827	16.771109
5010563	18.41233	18.867709	18.3931
5337548	19.220068	19.681971	19.200768
5799941	20.608952	21.090142	20.589294
6519202	23.407934	23.967427	23.385363
6801277	23.868572	24.430186	23.845987
7047330	24.56049	25.126892	24.537861
7340989	25.523967	26.099652	25.501219
8427379	30.014174	30.791207	29.979452
9358168	35.58781	36.674856	35.530284
10782718	43.090232	44.738042	42.977637
13211824	43.678961	45.330237	43.566339
13445912	44.024234	45.676702	43.911606
13848611	46.27298	47.975999	46.158839
14139628	48.952364	50.72714	48.835665
14303285	49.459716	51.237066	49.343
14894827	51.381123	53.195383	51.263463
15282634	52.889067	54.726062	52.77095
15878281	55.363724	57.261933	55.243591
16583743	58.496428	60.492711	58.372212
16816665	59.786435	61.799358	59.661933
17115580	61.194568	63.227316	61.069694
17591339	62.699683	64.755082	62.574355
17959456	64.321872	66.403581	64.195975
18089003	64.915486	67.000719	64.789562
18638175	68.162205	70.352775	68.031736
18707445	68.399636	70.590771	68.269166
19320777	72.509415	74.869263	72.369752
19697188	73.548888	75.919539	73.409074
19723111	73.548888	75.919539	73.409074
21294493	78.581698	81.205215	78.425058
21757545	80.853159	83.528253	80.694959
21901746	81.645427	84.326798	81.487161
22203115	83.170367	85.874989	83.011628
23272788	87.207861	90.07532	87.040404
23447475	87.443856	90.311872	87.276398
24757037	90.480969	93.441168	90.309788
25612289	93.287231	96.32614	93.113113
26040116	95.29032	98.369342	95.115132
