SNP	K	H	CF
271377	0	0	0
778236	1.209227	1.223848	1.208991
1166716	2.766126	2.804982	2.765387
1384732	4.256102	4.317156	4.254923
2287470	7.476938	7.641657	7.471322
2736279	8.668165	8.847073	8.662324
2904105	9.044633	9.224959	9.038786
3619476	12.055863	12.326809	12.046388
4233682	14.315235	14.637211	14.304225
5010563	16.87202	17.25934	16.858788
5337548	17.845245	18.242036	17.83189
5535964	18.774923	19.180356	18.76146
5799941	19.545386	19.956755	19.531863
6519202	23.729888	24.316153	23.706663
6801277	24.332985	24.922888	24.309731
7047330	26.524367	27.162276	26.499712
7340989	27.55964	28.208265	27.534837
8427379	33.953816	35.010187	33.894715
9358168	39.365331	40.713977	39.285344
10782718	46.30126	48.129442	46.177622
11639432	47.637461	49.483495	47.513505
12578089	48.036184	49.883808	47.91222
13096724	48.036184	49.883809	47.91222
13445912	48.913557	50.768878	48.789502
13784419	50.397914	52.275266	50.273425
13848611	51.080334	52.962342	50.955802
14577084	55.324946	57.386906	55.19029
14894827	56.688249	58.768792	56.553255
15466566	57.777146	59.869546	57.641981
15878281	57.777146	59.869546	57.641981
17115580	57.777147	59.869546	57.641981
17591339	57.777147	59.869546	57.641981
17959456	57.777147	59.869546	57.641981
18089003	57.777147	59.869546	57.641981
18638175	57.909873	60.002448	57.774707
18707445	57.909873	60.002448	57.774707
19320777	58.915351	61.018036	58.78005
19723111	59.77622	61.886315	59.640833
20097401	61.608338	63.751993	61.472133
20300339	62.512969	64.664807	62.376666
20788561	65.493223	67.733827	65.353402
21294493	67.767452	70.05976	67.626066
21757545	70.91262	73.303783	70.767102
22203115	74.271651	76.77556	74.121103
22280040	75.147798	77.659383	74.99716
23272788	81.151017	84.022126	80.971941
23447475	81.981274	84.859276	81.802122
24070109	83.888415	86.80278	83.70834
24757037	86.463089	89.443714	86.280744
25612289	89.64764	92.729611	89.461007
25683652	90.046221	93.12978	89.859579
26040116	91.526162	94.63162	91.339088
