SNP	K	H	CF
508090	0	0	0
778236	3.033167	3.125111	3.02946
1384732	6.651276	6.874014	6.641287
1603469	8.246886	8.495079	8.236355
1917139	8.564682	8.813885	8.554147
2287470	9.635952	9.896631	9.625254
2736279	10.66147	10.932664	10.650627
3162852	11.26581	11.540657	11.254939
3619476	12.193251	12.476698	12.182273
4233682	13.08029	13.371605	13.069219
4448082	13.200209	13.491669	13.189138
5337548	14.450884	14.757983	14.439552
5535964	15.338116	15.653087	15.32669
5799941	15.916406	16.234721	15.904955
6055546	17.025224	17.355832	17.013591
7047330	19.863962	20.275112	19.849289
7340989	21.453562	21.889976	21.438354
7813295	22.830287	23.285652	22.814731
8024482	23.894761	24.361457	23.879045
8427379	26.234652	26.756079	26.217232
9881268	33.040168	34.023322	32.981483
10488859	35.588513	36.636579	35.527627
10782718	35.828035	36.876675	35.767147
11639432	36.159734	37.209475	36.098842
12578089	36.159734	37.209475	36.098842
13096724	36.159735	37.209475	36.098842
13211824	36.422472	37.472902	36.361577
13445912	36.553672	37.604275	36.492777
13784419	37.261975	38.317594	37.201032
13848611	38.03646	39.098078	37.975456
14139628	39.154804	40.228928	39.093613
14303285	40.203459	41.288578	40.142114
14894827	42.225716	43.35172	42.163271
15282634	45.232203	46.448542	45.166147
15466566	46.620971	47.856594	46.554559
15878281	48.8349	50.119522	48.767044
16583743	51.815367	53.188768	51.743992
16816665	52.899457	54.28461	52.827913
17591339	55.225788	56.66504	55.152569
17959456	57.436491	58.924599	57.361834
18089003	58.276479	59.771642	58.201743
18638175	61.270209	62.854942	61.191908
19697188	64.69869	66.400876	64.615041
19723111	64.69869	66.400876	64.615041
20097401	65.319509	67.02555	65.235828
20788561	67.046042	68.781886	66.961676
21757545	69.439045	71.232132	69.352856
21901746	69.931241	71.726751	69.845037
22280040	71.674149	73.500029	71.587239
23447475	75.045266	76.984705	74.953271
23796622	75.617702	77.560417	75.525682
24070109	76.679294	78.633279	76.587115
24757037	78.367211	80.349681	78.274391
25612289	79.936407	81.943496	79.843072
25683652	79.936407	81.943496	79.843072
25899673	81.361297	83.388686	81.267577
26040116	81.813492	83.842927	81.71976
26783646	86.851218	89.13401	86.74061
