SNP	K	H	CF
27343	0	0	0
271377	1.679924	1.70814	1.679292
1166716	6.791241	7.080259	6.772989
1603469	8.177434	8.485665	8.158827
1917139	10.097674	10.442769	10.078124
2229415	11.856331	12.232349	11.836057
2287470	12.014357	12.390624	11.994082
2736279	14.38282	14.815163	14.360778
2904105	14.893741	15.328694	14.871681
3162852	17.043602	17.52476	17.02022
3619476	19.560596	20.10508	19.535093
4233682	21.853127	22.450149	21.826021
4448082	22.663068	23.26665	22.635891
5010563	24.412652	25.046838	24.384762
5337548	26.162664	26.827469	26.134059
5535964	27.081686	27.754937	27.052979
5799941	27.628587	28.304829	27.599858
6055546	29.337421	30.042858	29.308027
6519202	31.650718	32.409649	31.619677
6801277	32.526993	33.293602	32.495862
7340989	34.899284	35.72215	34.866377
8427379	42.095948	43.434955	42.014349
9358168	49.620217	51.523246	49.483074
9881268	52.15223	54.119343	52.012928
10488859	54.363498	56.379492	54.222757
10782718	54.803085	56.821011	54.662332
11639432	54.949389	56.967529	54.808636
12578089	54.949389	56.96753	54.808636
13096724	54.949389	56.96753	54.808636
13445912	55.242228	57.261226	55.101472
13784419	56.271568	58.301161	56.130666
13848611	56.271568	58.301161	56.130667
14139628	56.721964	58.753586	56.581051
14303285	57.197968	59.231855	57.05704
14894827	59.118073	61.188819	58.976203
15282634	60.716609	62.812904	60.574194
15466566	62.145555	64.262266	62.002752
16583743	67.70324	70.128195	67.537827
17591339	71.614614	74.192403	71.441271
17959456	73.876312	76.505235	73.701429
18638175	75.679772	78.341213	75.504108
18707445	76.199293	78.863433	76.023611
19320777	78.650958	81.375181	78.473316
19723111	79.219028	81.946478	79.041361
20097401	80.019835	82.753698	79.8421
20788561	82.698501	85.504082	82.51821
21294493	84.943009	87.798951	84.761214
21901746	89.738533	92.824093	89.542167
22203115	92.276728	95.426686	92.078188
23058019	96.314415	99.627224	96.107154
23447475	98.904072	102.283915	98.694502
24070109	101.598355	105.050754	101.386184
24531404	104.006525	107.516895	103.792497
24757037	104.449015	107.961343	104.234975
25612289	108.272005	111.930343	108.050559
25683652	108.431215	112.089807	108.209768
25899673	110.874222	114.592472	110.650836
26040116	111.155461	114.874502	110.932072
26783646	114.919219	118.779786	114.688761
