SNP	K	H	CF
271377	0	0	0
778236	1.963925	2.002485	1.962916
1603469	6.303565	6.530214	6.291741
1917139	7.030992	7.262932	7.019117
2736279	9.782841	10.09047	9.768196
2904105	10.221597	10.531151	10.20694
3162852	10.660896	10.97238	10.646228
3619476	12.200331	12.53551	12.185177
4233682	13.404057	13.753724	13.388671
4448082	13.780942	14.132029	13.765548
5337548	16.646758	17.079929	16.628236
5535964	16.769035	17.202356	16.750514
6055546	17.755229	18.198275	17.73658
6519202	19.049241	19.50903	19.030303
6801277	20.139162	20.610829	20.120051
7047330	21.345648	21.831869	21.326303
7813295	25.758161	26.438833	25.72745
8427379	29.105041	29.897646	29.069353
9358168	33.607824	34.602905	33.560061
9881268	35.22408	36.24528	35.175755
10488859	38.435917	39.560205	38.383192
10934107	40.031265	41.181	39.978
11648803	40.031265	41.181	39.978
12578089	40.031265	41.181	39.978
13445912	40.993909	42.152911	40.940525
13784419	41.850381	43.016717	41.796913
13848611	41.850381	43.016717	41.796913
14303285	44.154439	45.373844	44.099344
14577084	45.425296	46.660849	45.369927
14894827	46.839425	48.094974	46.783679
15282634	49.85705	51.203604	49.797654
15466566	51.174071	52.537968	51.11437
16583743	55.681585	57.248385	55.609772
16816665	57.297989	58.890912	57.225614
17115580	58.168219	59.768715	58.095756
17591339	59.061072	60.669539	58.988514
17959456	60.339325	61.964129	60.266488
18089003	60.595964	62.221427	60.523125
18638175	62.140009	63.789309	62.06668
18707445	62.64601	64.29787	62.572663
19320777	64.676027	66.369086	64.601567
19697188	65.319627	67.016827	65.245131
20300339	66.062546	67.765266	65.987996
20788561	66.859039	68.568103	66.784422
21294493	68.050638	69.773899	67.975794
21901746	70.01344	71.775217	69.93759
22203115	71.407191	73.188391	71.33098
23058019	74.228471	76.089225	74.149276
23272788	75.261798	77.133229	75.182455
23447475	75.949251	77.825408	75.869865
23796622	76.177782	78.054461	76.098395
24070109	76.925921	78.808197	76.846478
24531404	78.982796	80.907367	78.902195
25612289	82.144036	84.168475	82.059239
25899673	82.771536	84.799913	82.686707
26040116	83.360348	85.392192	83.275491
