SNP	K	H	CF
488426	0	0	0
768865	1.27358	1.289799	1.273305
1149280	1.641922	1.659497	1.64164
1390502	2.009385	2.028311	2.009097
1411467	2.009385	2.028311	2.009097
1699236	3.406881	3.445334	3.406229
1865285	3.65904	3.698128	3.658385
2674225	6.088851	6.186956	6.086288
3167371	6.579007	6.679515	6.576429
3779036	7.736647	7.850555	7.733862
3917089	8.248976	8.365509	8.246173
4200550	9.418789	9.549005	9.415773
4519429	10.390707	10.530369	10.387569
5506917	12.724128	12.918219	12.719299
6001538	13.236248	13.432961	13.231401
6149751	13.388721	13.585666	13.383873
7047756	16.827852	17.14298	16.817606
7644962	17.962653	18.290658	17.952212
7873293	18.981122	19.3195	18.970541
8350582	21.556243	21.960903	21.543391
8439006	22.540073	22.954412	22.527094
8993233	23.523924	23.947942	23.510818
9001217	23.523924	23.947942	23.510818
9205325	23.891374	24.316743	23.878262
9730381	25.815621	26.278007	25.80156
10142548	27.608495	28.103018	27.593667
10434922	29.206245	29.726292	29.190874
10653718	29.896584	30.421397	29.881169
10903254	30.314293	30.84085	30.298868
11026901	30.982654	31.513678	30.967189
11838780	35.25323	35.966411	35.227455
12179065	37.363716	38.121426	37.336691
12686038	41.49083	42.418677	41.454495
13038240	42.825167	43.770816	42.788515
13207971	44.286592	45.253596	44.249524
14158183	47.350053	48.410846	47.309166
15605577	47.733303	48.795565	47.692409
15630635	48.244854	49.309733	48.203942
15897174	48.244854	49.309733	48.203942
15985718	48.734991	49.802272	48.694063
16279095	51.157191	52.28312	51.114373
16645134	53.409471	54.58611	53.365132
17102334	56.273882	57.532525	56.22642
17605952	58.14792	59.441675	58.099582
18028852	59.13077	60.434184	59.082305
18300423	59.620956	60.926773	59.572475
18514173	60.017568	61.324958	59.969079
19492844	62.429722	63.795275	62.379366
19780232	63.572043	64.950643	63.521489
20260660	63.958928	65.339025	63.908366
21059175	64.644782	66.029583	64.594177
21559246	65.994539	67.397556	65.943606
22743028	67.550339	68.977557	67.498905
23381914	69.738266	71.21334	69.685438
24114746	71.200319	72.696765	71.147074
24810967	74.397669	75.996276	74.340084
25304145	77.482464	79.17617	77.42098
26099650	81.068218	82.890391	81.000619
26404106	82.830946	84.684184	82.762617
27634939	87.322666	89.377389	87.24235
27855083	87.450618	89.505505	87.370302
28132789	88.617861	90.686371	88.537333
29058956	91.709552	93.873587	91.625099
30065751	93.119366	95.303274	93.034539
