SNP	K	H	CF
32807	0	0	0
488426	2.267069	2.318447	2.265519
768865	3.445635	3.510902	3.443866
1149280	4.510942	4.587557	4.509012
1390502	5.695485	5.786131	5.693334
1411467	5.695485	5.786131	5.693334
1699236	6.298879	6.393165	6.296698
3167371	8.83329	8.991781	8.828944
3917089	10.873165	11.073256	10.86769
4200550	11.233935	11.435327	11.228454
4359800	11.578533	11.781113	11.573046
6001538	15.448655	15.800863	15.435485
6149751	15.575159	15.927527	15.561989
6989379	17.826156	18.229177	17.811468
7644962	20.050159	20.502625	20.034007
8350582	24.476553	25.124694	24.448927
8439006	25.055364	25.706856	25.027713
10434922	30.892548	31.883995	30.838734
10653718	31.753263	32.752118	31.699364
12179065	38.040355	39.433448	37.953835
12686038	39.322347	40.731873	39.235547
13038240	41.749646	43.218067	41.660943
13859051	43.360164	44.854518	43.270905
14158183	43.712185	45.207778	43.62292
15897174	43.712185	45.207778	43.62292
16279095	44.782144	46.289184	44.692716
16913975	47.643121	49.231969	47.550581
17102334	48.377702	49.971946	48.285109
17605952	51.821605	53.53436	51.723592
17720368	52.049524	53.762798	51.951509
18300423	53.580214	55.316915	53.481721
18514173	54.360309	56.103095	54.261753
18800489	55.167373	56.916672	55.068747
19492844	56.915841	58.695706	56.816503
19780232	58.286157	60.084797	58.186476
21059175	60.549295	62.399135	60.448071
21167712	60.666418	62.516395	60.565195
22200580	62.924264	64.825203	62.821509
23381914	66.523543	68.553918	66.414603
23632223	67.072076	69.10546	66.963114
24114746	68.178559	70.224185	68.069416
24810967	70.85644	72.973742	70.744744
25143391	73.021015	75.185156	72.907969
25520382	73.86602	76.037302	73.752895
26099650	76.226957	78.453958	76.112081
26357422	77.144061	79.379472	77.029082
26404106	77.660121	79.898195	77.545123
27634939	81.767027	84.173579	81.642856
27855083	82.111431	84.519169	81.987254
28132789	82.672448	85.083333	82.548247
28172831	83.026903	85.439045	82.902696
29058956	86.860243	89.419186	86.72857
29595658	88.795506	91.391892	88.662867
30065751	89.333932	91.933217	89.201272
30269940	89.716718	92.317468	89.584051
30393984	89.826891	92.427763	89.694225
