SNP	K	H	CF
32807	0	0	0
768865	2.66932	2.740538	2.666791
1149280	4.446481	4.549276	4.443205
1411467	4.584381	4.687366	4.581104
1699236	6.14341	6.270697	6.139628
1865285	6.449713	6.577939	6.445928
2674225	7.02244	7.153946	7.01863
3167371	7.665717	7.801361	7.661872
3779036	9.047096	9.201819	9.042899
4200550	11.127618	11.325614	11.122222
4359800	12.079216	12.286267	12.073706
5734744	14.819921	15.102049	14.811674
6001538	14.970865	15.253221	14.962617
6149751	15.659472	15.94657	15.651181
6884867	17.554792	17.877803	17.545594
7644962	20.007027	20.390148	19.995868
8350582	25.234534	25.890428	25.204534
8439006	25.71202	26.370194	25.682005
9205325	27.926853	28.634065	27.895392
10653718	32.204261	33.094213	32.162442
10903254	33.025063	33.921752	32.98317
11026901	34.17042	35.080227	34.128327
11838780	37.596708	38.623817	37.549277
12686038	42.070271	43.297241	42.010997
13038240	44.221323	45.494549	44.160724
13207971	46.931792	48.278448	46.868546
14001934	48.925703	50.312106	48.861402
14158183	48.925703	50.312106	48.861402
14161442	48.925703	50.312106	48.861402
15605577	49.374996	50.763418	49.310683
15630635	49.374996	50.763418	49.310683
15897174	49.374996	50.763418	49.310683
15985718	49.374996	50.763418	49.310683
16279095	49.374997	50.763418	49.310683
16913975	49.374997	50.763418	49.310683
17102334	49.374997	50.763418	49.310684
17605952	52.380681	53.859389	52.31276
17720368	52.735431	54.215398	52.667504
18028852	53.4228	54.907491	53.35483
18800489	54.248449	55.739957	54.180404
19780232	57.421991	59.014145	57.349701
20260660	58.45383	60.05663	58.381394
21167712	59.454111	61.066916	59.381541
22975205	62.798119	64.522666	62.720587
23906908	65.505423	67.303228	65.425252
24810967	69.840073	71.825535	69.749123
25143391	71.511467	73.524859	71.419896
25304145	71.906806	73.921761	71.815226
25520382	72.796675	74.819549	72.705001
26099650	75.166256	77.245258	75.072813
26357422	76.641491	78.742253	76.54762
27230162	80.303173	82.537894	80.202791
27634939	80.990424	83.229869	80.889999
27855083	81.44812	83.689659	81.347682
28132789	82.136898	84.383182	82.036417
29058956	85.579312	87.944004	85.473417
29595658	87.965511	90.387121	87.857809
30065751	88.527436	90.952203	88.419709
30393984	88.962299	91.388957	88.854562
