SNP	K	H	CF
488426	0	0	0
768865	2.068528	2.111304	2.06735
1411467	4.823318	4.941945	4.819361
1699236	5.843422	5.972453	5.839323
3167371	10.654807	11.014977	10.635994
3779036	13.331785	13.763582	13.310421
4200550	15.227265	15.694982	15.204994
4359800	16.32083	16.800505	16.298385
5734744	22.869409	23.776703	22.810151
6149751	23.846532	24.763372	23.787148
6884867	26.416391	27.399244	26.35475
6989379	26.803128	27.787477	26.74148
7047756	26.996047	27.980769	26.934398
7644962	29.594509	30.646719	29.530527
8350582	33.97038	35.21383	33.895311
8993233	39.08667	40.591428	38.993929
9001217	39.244913	40.749921	39.152171
10653718	46.180646	48.165163	46.044256
10903254	46.509598	48.495198	46.373204
12686038	54.039123	56.58953	53.847069
13038240	57.447266	60.113737	57.249958
13207971	58.378281	61.053421	58.180866
13859051	60.480445	63.199762	60.281794
14161442	61.161108	63.885058	60.962414
15605577	61.430455	64.155131	61.231759
15630635	61.599802	64.324764	61.401105
15897174	61.935563	64.661653	61.736861
15985718	62.663146	65.394529	62.464393
16645134	64.549548	67.316508	64.349901
17605952	70.9855	74.165536	70.750886
17720368	71.438287	74.620373	71.20366
18514173	73.85804	77.098655	73.621529
18800489	75.492446	78.75977	75.255354
19780232	78.815991	82.193693	78.574025
21059175	81.392014	84.836045	81.147775
21167712	81.550295	84.994577	81.306055
22743028	84.581074	88.117156	84.333136
22975205	85.039299	88.57748	84.791348
23381914	87.108286	90.689262	86.859156
23906908	89.985241	93.64894	89.732946
24810967	94.722503	98.610284	94.456159
25143391	96.095929	100.002571	95.829241
25520382	98.839657	102.821541	98.570223
26357422	105.405244	109.816965	105.098712
26404106	105.583044	109.99508	105.27651
27230162	109.809204	114.399632	109.492678
27855083	111.967393	116.604385	111.649529
28172831	113.275064	117.929154	112.956902
29058956	116.881778	121.66584	116.557393
29595658	120.42528	125.334801	120.094992
