SNP	K	H	CF
488426	0	0	0
768865	0.7748605	0.7808644	0.7747985
1149280	2.1732291	2.1987847	2.1728028
1390502	2.5205677	2.5473298	2.5201358
1411467	2.5205678	2.5473299	2.5201359
2192374	4.6678142	4.7406688	4.6660647
2674225	6.0214988	6.1126758	6.0194188
3167371	6.6694264	6.7648014	6.6673102
3917089	7.5393039	7.6422454	7.5370999
4200550	8.1909428	8.2981304	8.1887019
4519429	8.4546343	8.5625173	8.452391
5734744	11.8127314	12.0332979	11.8054616
6001538	12.2561814	12.4787143	12.2488999
6149751	12.391938	12.6146552	12.3846562
6884867	13.8403783	14.0840724	13.8326917
6989379	13.9529532	14.1967741	13.9452664
7644962	15.1321655	15.3898905	15.1242602
8439006	19.7636528	20.2355784	19.7426135
8993233	20.6332956	21.1127836	20.6121687
9001217	20.6332957	21.1127837	20.6121688
9205325	20.8571735	21.3371627	20.836045
10434922	24.3437719	24.9452264	24.3170195
11026901	27.149988	27.8301497	27.1202984
12179065	30.7855081	31.5977236	30.7494454
12686038	32.7606388	33.6118556	32.7235504
13038240	35.5650283	36.4948499	35.5250084
13207971	36.4101247	37.3470878	36.3700243
14001934	37.6401265	38.5922171	37.5997781
14158183	37.757725	38.7099539	37.7173765
14161442	37.7577251	38.709954	37.7173766
15605577	38.08298	39.0362668	38.0426268
15630635	38.2046167	39.1580515	38.1642633
16279095	39.0609899	40.021758	39.0205528
16645134	40.50703	41.4887056	40.4661901
17605952	45.6867461	46.9362378	45.6275734
17720368	45.8041928	47.0538224	45.7450199
18300423	47.9080332	49.2019111	47.8476208
18514173	48.3625568	49.6585006	48.3021319
19780232	51.2095936	52.5865499	51.1461017
20260660	52.5382583	53.932866	52.4744539
20686611	52.842336	54.2378683	52.7785279
21059175	54.1015655	55.5129527	54.0374913
21559246	55.2095487	56.6332112	55.1452933
22200580	56.5483741	57.989959	56.4837989
22975205	57.6372742	59.0907151	57.5725269
23381914	58.5072485	59.9682576	58.4424135
24114746	59.7946587	61.2722403	59.7295394
24810967	61.6752788	63.1882194	61.6092739
25143391	62.8230837	64.3491976	62.7568772
26099650	65.3721081	66.9631692	65.3036991
26404106	66.6219381	68.2286183	66.5532689
27230162	70.9282809	72.7201782	70.8490422
27634939	72.0626392	73.8674031	71.9832059
29333952	76.2323599	78.2107883	76.143327
29595658	77.062432	79.0477504	76.9733229
30065751	77.4693537	79.4563278	77.3802355
30269940	78.2218127	80.2144486	78.1326378
