SNP	K	H	CF
488426	0	0	0
768865	1.64655	1.673657	1.645956
1390502	3.15399	3.203817	3.152939
1411467	3.15399	3.203817	3.152939
1865285	4.008913	4.066048	4.007779
2192374	4.649355	4.710592	4.648186
2674225	6.02254	6.102631	6.021026
3167371	6.608462	6.691986	6.606921
3917089	9.826963	10.014003	9.820995
4200550	10.896965	11.095453	10.890834
4359800	11.323431	11.523737	11.317289
4519429	11.99304	12.197831	11.986859
5734744	16.106582	16.480394	16.091182
6001538	16.532892	16.908522	16.517482
6149751	16.532893	16.908522	16.517482
6989379	18.979369	19.414827	18.962011
7047756	19.860187	20.303403	19.842738
7644962	23.675551	24.264196	23.650739
8350582	27.196062	27.908544	27.165461
8993233	29.521774	30.288327	29.4895
9001217	29.521774	30.288327	29.4895
9205325	29.734534	30.501539	29.702258
10653718	34.54948	35.547965	34.502457
10903254	34.986326	35.986719	34.939292
11838780	41.306016	42.704736	41.225857
12179065	42.88915	44.312928	42.808462
13038240	48.768249	50.536871	48.660836
13859051	51.647586	53.499068	51.537
14001934	51.647586	53.499068	51.537
14161442	51.860574	53.71251	51.749987
15605577	52.073562	53.925952	51.962974
15630635	52.073562	53.925952	51.962974
16645134	53.401131	55.271143	53.290231
17102334	55.62597	57.545465	55.513605
17605952	58.741276	60.757759	58.624895
18028852	59.027816	61.04512	58.911432
18300423	59.82609	61.849767	59.709638
19492844	63.183596	65.319917	63.06212
19780232	64.363637	66.513881	64.241942
20260660	66.081337	68.26108	65.958967
20686611	66.507672	68.689233	66.385292
21167712	67.697052	69.892758	67.574448
21559246	68.646961	70.85169	68.524243
22200580	70.144718	72.371876	70.021552
22975205	72.924203	75.228576	72.798183
23632223	76.555263	78.991367	76.422893
23906908	77.496868	79.941837	77.364387
24114746	77.923057	80.369843	77.790565
25304145	82.643206	85.31246	82.496816
25520382	83.418	86.093257	83.271548
26357422	86.164806	88.915474	86.015599
26404106	86.39358	89.144771	86.244371
27230162	89.781773	92.647676	89.627402
28172831	91.886573	94.796764	91.730962
29058956	95.065411	98.076584	94.905533
29333952	95.577409	98.591203	95.417513
30065751	97.653879	100.710778	97.492792
30269940	97.653879	100.710778	97.492792
