SNP	K	H	CF
488426	0	0	0
768865	2.375884	2.432311	2.3741
1699236	5.655375	5.819275	5.648908
1865285	5.79368	5.957772	5.787213
2192374	6.829537	7.004358	6.822922
2674225	8.158709	8.351195	8.15178
3167371	9.294594	9.499981	9.287471
3779036	10.430563	10.648854	10.423245
3917089	10.688174	10.907128	10.680853
4359800	12.250573	12.493934	12.242744
4519429	12.727437	12.973072	12.719594
5506917	16.549461	16.941033	16.534216
5734744	17.367639	17.765905	17.352322
6149751	18.101134	18.50478	18.085764
6884867	19.322239	19.740794	19.306626
7047756	20.270214	20.697755	20.254488
7644962	22.930076	23.428332	22.911847
8350582	24.896106	25.433005	24.876866
8439006	25.177936	25.715629	25.158693
8993233	27.603879	28.200401	27.582737
9001217	27.603879	28.200401	27.582737
10434922	37.67394	39.277741	37.521917
11026901	40.885065	42.591909	40.728646
11139723	42.142366	43.865016	41.985682
11838780	47.093176	49.060532	46.92047
12179065	49.477224	51.501395	49.302714
12686038	55.13377	57.477226	54.935433
13038240	58.418038	60.869281	58.214998
13859051	61.904008	64.476672	61.695347
14001934	62.078756	64.651726	61.870094
14158183	62.247113	64.820366	62.038451
14161442	62.247114	64.820367	62.038451
15605577	62.366089	64.939484	62.157426
15630635	62.50011	65.073685	62.291447
16279095	64.438771	67.04992	64.229138
16645134	64.978713	67.592777	64.769059
16913975	66.788919	69.435744	66.578475
17102334	68.081684	70.74522	67.870952
17720368	73.838117	76.832289	73.602284
18028852	74.814094	77.81779	74.578137
18514173	77.097808	80.15364	76.860266
18800489	78.341649	81.41295	78.103851
19780232	83.808204	87.177745	83.548882
20686611	85.966998	89.383128	85.706337
21059175	86.203901	89.620592	85.943238
21167712	86.551731	89.969632	86.291062
21559246	87.467815	90.894108	87.207044
22743028	90.667631	94.196242	90.402509
22975205	91.27342	94.805701	91.008269
23381914	93.279576	96.852092	93.01335
24114746	95.570691	99.195681	95.302865
24810967	97.974301	101.657043	97.704628
25143391	98.694494	102.382422	98.424771
26099650	103.774772	107.720349	103.487744
26357422	105.350953	109.32137	105.063404
26404106	105.480008	109.450592	105.192459
27230162	108.771231	112.850058	108.478949
27634939	109.878686	113.969776	109.586222
27855083	110.740015	114.838524	110.447466
28132789	111.212901	115.313646	110.920339
29595658	120.408209	125.349767	120.015354
30269940	122.120768	127.091649	121.727245
30393984	122.477971	127.450128	122.084442
