SNP	K	H	CF
32807	0	0	0
768865	3.227942	3.332066	3.223476
1411467	4.972055	5.106592	4.966883
1699236	6.358807	6.512572	6.353279
2192374	7.891731	8.068991	7.885723
3779036	12.539248	12.932192	12.519971
3917089	12.796094	13.189697	12.776814
4200550	14.051004	14.460354	14.031461
4519429	15.202643	15.625254	15.182896
6001538	20.849304	21.590088	20.805853
6884867	22.974887	23.760839	22.930159
7047756	23.442477	24.230615	23.397735
7873293	28.198993	29.213035	28.140031
8350582	30.888705	31.975058	30.827156
8439006	31.060608	32.147256	30.999058
9205325	33.79355	34.954851	33.729287
9730381	35.240678	36.422917	35.17601
10142548	36.667417	37.870009	36.602363
10653718	39.746149	41.043468	39.677218
11838780	44.993265	46.565402	44.905282
12179065	46.765409	48.368945	46.676685
12686038	48.442711	50.074375	48.353359
13207971	50.663652	52.344625	50.572841
14158183	52.238427	53.944195	52.147096
15605577	52.4731	54.179419	52.381768
15630635	52.4731	54.179419	52.381768
16913975	55.173978	56.953209	55.080026
17102334	55.173978	56.953209	55.080027
17720368	58.160608	60.028985	58.063117
18028852	59.221715	61.101351	59.124064
18300423	60.07214	61.959008	59.974408
18514173	60.559546	62.44879	60.461798
19492844	63.148533	65.104775	63.048478
20260660	65.983673	68.020252	65.880589
21059175	67.908605	69.982228	67.804571
21559246	69.158125	71.24736	69.053831
22743028	71.137101	73.265489	71.031775
23130317	72.298076	74.439942	72.192542
23906908	75.201031	77.427121	75.092246
24114746	76.118418	78.352924	76.00953
25143391	81.179878	83.670131	81.053876
25304145	81.944458	84.440556	81.818397
26099650	86.288674	88.973257	86.151763
26357422	87.648327	90.351395	87.511081
27230162	91.931186	94.817459	91.783542
27634939	92.682355	95.57427	92.534655
27855083	92.931867	95.824405	92.784165
28132789	93.947573	96.850427	93.799731
28172831	94.065953	96.968947	93.918111
29058956	98.035165	101.09554	97.879037
29595658	100.232674	103.341324	100.075134
30065751	101.050983	104.166329	100.89337
30393984	101.719344	104.839156	101.56169
