SNP	K	H	CF
32807	0	0	0
488426	3.09411	3.189784	3.090176
1149280	8.141405	8.4914	8.120499
1390502	9.234259	9.596196	9.213179
1411467	9.234259	9.596196	9.21318
1699236	10.363312	10.737995	10.34204
1865285	11.066896	11.44653	11.045578
2192374	11.720225	12.104127	11.69887
2674225	12.624997	13.017084	12.603543
3779036	15.104902	15.558463	15.081419
3917089	15.531562	15.986944	15.508069
4359800	16.84265	17.31522	16.818857
4519429	17.53804	18.015445	17.514202
5506917	20.358921	20.915857	20.332099
5734744	20.75023	21.308697	20.7234
6149751	21.028292	21.587532	21.001459
6884867	22.815779	23.406964	22.788186
7047756	23.403808	23.998451	23.376188
7873293	27.095793	27.826619	27.061499
8439006	29.718607	30.518193	29.681914
8993233	30.893479	31.706868	30.85657
9001217	31.026181	31.839746	30.989272
10434922	36.870547	38.024903	36.807379
11026901	40.198145	41.463149	40.130087
11139723	41.88494	43.178391	41.816242
12179065	46.967312	48.518625	46.881289
13038240	52.856031	54.753315	52.743153
13859051	55.577168	57.548461	55.46161
14001934	55.577168	57.548461	55.461611
14161442	55.577168	57.548461	55.461611
15897174	56.107638	58.081745	55.992061
15985718	56.762686	58.741084	56.647072
16913975	63.305593	65.71087	63.153259
17102334	65.558747	68.014774	65.404891
17605952	70.290697	72.970304	70.122838
17720368	70.557997	73.238319	70.390136
18028852	71.449695	74.137968	71.28174
18300423	72.7209	75.425331	72.552671
18800489	73.860065	76.577472	73.691639
19780232	77.832189	80.707208	77.655459
20260660	79.011882	81.900817	78.834934
20686611	79.142171	82.031275	78.965222
21167712	79.289804	82.179125	79.112854
21559246	80.242701	83.141102	80.065636
22200580	81.609744	84.526831	81.432339
22975205	83.782906	86.747204	83.604135
23130317	84.630113	87.601589	84.451261
23381914	85.981658	88.971398	85.802477
23906908	87.046898	90.047985	86.867557
24810967	91.299612	94.481337	91.110089
25143391	93.535868	96.767585	93.344856
26099650	97.123909	100.484255	96.92677
26357422	97.777054	101.141667	97.579878
26404106	97.777054	101.141667	97.579878
27855083	103.398445	107.078395	103.177879
28132789	104.192222	107.878473	103.97159
28172831	104.345833	108.03232	104.1252
29058956	111.144985	115.292338	110.883202
30393984	117.714147	122.291803	117.415206
