SNP	K	H	CF
488426	0	0	0
768865	1.390306	1.409633	1.389948
1149280	2.901077	2.943225	2.90026
1411467	4.319157	4.381412	4.31796
1699236	5.070637	5.138539	5.069384
2674225	7.221571	7.335723	7.218993
3779036	8.170235	8.293387	8.167543
3917089	8.614539	8.739665	8.611835
4200550	9.188056	9.316471	9.185327
4359800	9.875288	10.008426	9.872516
5506917	13.462779	13.724507	13.453882
5734744	13.599818	13.861734	13.590921
6001538	14.344904	14.612371	14.335951
7047756	16.630306	16.949986	16.619766
7644962	18.947847	19.321218	18.93565
8350582	22.052571	22.522272	22.036399
8439006	23.083561	23.563891	23.067243
9205325	25.369182	25.901735	25.351275
10653718	30.014993	30.763072	29.983831
10903254	30.528541	31.279257	30.497361
11838780	34.656709	35.577649	34.616212
12686038	39.195623	40.322298	39.14276
13207971	43.604218	44.924999	43.540018
13859051	44.339674	45.665864	44.275422
14001934	44.339675	45.665864	44.275422
14158183	44.339675	45.665865	44.275422
15605577	44.339675	45.665865	44.275422
15630635	44.50426	45.830721	44.440007
15985718	44.675554	46.002309	44.611301
16279095	45.64234	46.97844	45.577966
16913975	48.61202	50.036259	48.544166
17102334	49.604286	51.03837	49.536302
17605952	51.869008	53.354364	51.799479
17720368	52.246038	53.732816	52.176502
18028852	53.2105	54.706578	53.140843
18800489	54.969537	56.496551	54.899156
19492844	57.075105	58.646441	57.003482
19780232	58.210286	59.794507	58.138467
20260660	59.243734	60.838634	59.171769
21059175	60.568491	62.180939	60.496216
21167712	60.817243	62.43031	60.744966
21559246	61.518563	63.136548	61.44624
22200580	62.027492	63.648067	61.955151
22743028	62.941439	64.570366	62.868996
22975205	63.604647	65.237973	63.532166
23381914	65.730298	67.408794	65.656538
23906908	67.497326	69.20704	67.422831
24114746	67.745907	69.456239	67.67141
24810967	70.577656	72.368133	70.500141
25143391	72.114658	73.928755	72.03666
25520382	72.847487	74.666954	72.769436
26099650	75.556857	77.449695	75.476162
26404106	76.937329	78.849222	76.856284
27230162	78.986539	80.940413	78.904349
27634939	80.005859	81.970122	79.923527
27855083	81.12078	83.097472	81.038263
28132789	81.91738	83.900418	81.834796
29058956	85.391579	87.49522	85.303431
29333952	86.981782	89.110707	86.893098
29595658	88.908562	91.074602	88.818925
30065751	89.741973	91.914958	89.652259
30269940	90.222885	92.398184	90.133157
