SNP	K	H	CF
32807	0	0	0
488426	1.896849	1.93282	1.89594
1390502	4.536724	4.642353	4.533369
1699236	5.237169	5.347704	5.233768
1865285	5.624481	5.736516	5.621073
2192374	5.970649	6.083882	5.967235
3167371	7.597619	7.737318	7.593632
3917089	8.799692	8.95384	8.795473
4359800	10.834731	11.030281	10.82939
4519429	11.209176	11.406127	11.203828
5506917	14.772402	15.096212	14.761052
6001538	15.649726	15.981233	15.638286
6149751	15.649726	15.981233	15.638286
6884867	17.159654	17.513956	17.147756
7644962	19.13992	19.533427	19.126988
7873293	20.732068	21.150919	20.718598
8350582	22.593395	23.046884	22.579067
8993233	24.139779	24.617177	24.124959
9001217	24.139779	24.617178	24.124959
9205325	24.37446	24.852409	24.359638
10903254	30.188382	31.003589	30.147706
11838780	34.473305	35.471893	34.422215
12686038	38.796464	39.981717	38.734681
13207971	41.148453	42.389004	41.084939
13859051	42.219085	43.471097	42.155407
14001934	42.219085	43.471097	42.155407
14158183	42.334362	43.586507	42.270684
14161442	42.334362	43.586507	42.270684
15605577	42.796296	44.050575	42.732605
15897174	42.940263	44.194749	42.876572
15985718	43.373328	44.62969	43.309626
16279095	44.649	45.921634	44.585021
16645134	46.013438	47.304686	45.949121
16913975	48.215773	49.555508	48.150034
17102334	49.356893	50.709649	49.290957
17605952	54.718034	56.35766	54.631786
18300423	57.203977	58.905375	57.115685
18514173	57.554874	59.257504	57.466576
18800489	58.160538	59.866837	58.072211
19492844	60.035737	61.777191	59.946532
19780232	60.919237	62.668496	60.82994
20260660	63.116098	64.913603	63.025389
20686611	63.47826	65.277077	63.387545
21059175	64.75338	66.568454	64.662389
21559246	65.562842	67.384468	65.47178
22200580	67.252831	69.103013	67.161127
22743028	68.633209	70.502443	68.541154
23130317	70.097625	71.988301	70.005152
24114746	72.393469	74.336835	72.299385
24810967	74.955933	76.964933	74.859612
25143391	76.84849	78.893299	76.751266
25520382	78.421003	80.490536	78.323262
26099650	79.749766	81.836953	79.651712
26357422	80.530606	82.62389	80.432489
26404106	80.789763	82.883718	80.691643
27230162	84.384884	86.607977	84.280601
28172831	86.691105	88.967366	86.58519
29058956	90.265035	92.668917	90.153064
29333952	91.133748	93.545176	91.021689
29595658	92.991474	95.437406	92.878562
30269940	94.55123	97.021486	94.437812
30393984	94.678661	97.149079	94.565243
