SNP	K	H	CF
32807	0	0	0
488426	2.853264	2.934631	2.850177
1149280	6.058973	6.243036	6.051512
1390502	7.249044	7.447267	7.241357
1411467	7.249044	7.447267	7.241357
1699236	8.182684	8.389624	8.174889
1865285	8.803595	9.01439	8.795768
2192374	9.367985	9.581965	9.360134
2674225	11.336759	11.58949	11.327892
3167371	11.511787	11.764824	11.502919
3779036	12.935168	13.208463	12.925917
3917089	13.217595	13.491687	13.20834
4200550	13.36043	13.634727	13.351176
4359800	14.802347	15.097432	14.792693
4519429	15.224408	15.521274	15.214744
5734744	18.71376	19.132284	18.698459
6001538	19.485072	19.909544	19.469709
6884867	22.269605	22.771574	22.251372
7047756	23.181951	23.692243	23.163618
7873293	26.497804	27.117965	26.474631
8350582	28.738856	29.409223	28.714185
8439006	29.524534	30.201073	29.499798
8993233	31.255252	31.961739	31.229826
9001217	31.39705	32.103738	31.371623
9205325	31.94369	32.653366	31.918242
9730381	32.421193	33.133149	32.39573
10434922	35.48203	36.287615	35.452758
10653718	35.984992	36.793107	35.955703
10903254	36.598846	37.410729	36.569526
11139723	37.471117	38.290608	37.441709
11838780	40.824126	41.755959	40.789714
12179065	42.532364	43.493373	42.497288
13207971	47.89275	49.140547	47.837371
13859051	48.679051	49.933031	48.623607
14001934	48.839788	50.094026	48.784343
15630635	48.839788	50.094026	48.784343
15897174	49.12763	50.382697	49.072182
16279095	50.432286	51.704372	50.376542
16645134	52.029164	53.326746	51.972878
17102334	54.720136	56.090097	54.661259
17605952	56.979568	58.400561	56.919156
18300423	58.678254	60.128097	58.61719
18514173	59.223072	60.675883	59.161986
19492844	61.404301	62.904675	61.341834
20686611	64.730316	66.341232	64.662964
21059175	65.000443	66.612089	64.933089
21167712	65.000443	66.612089	64.933089
22200580	66.408426	68.039893	66.3407
22743028	67.391273	69.032399	67.32342
22975205	68.586437	70.241846	68.518357
23130317	69.270816	70.930909	69.202694
23906908	72.53724	74.303952	72.46449
24810967	76.251312	78.155841	76.171769
25143391	77.580471	79.502665	77.500615
25304145	78.109629	80.034623	78.029753
25520382	79.467331	81.410756	79.387122
26099650	81.454441	83.437342	81.373187
26357422	83.072519	85.081597	82.990701
27230162	87.621628	89.837364	87.52736
27634939	88.844546	91.075236	88.750035
27855083	89.241165	91.473428	89.146645
28132789	89.702462	91.936854	89.60793
28172831	90.187092	92.423832	90.092545
29333952	95.787815	98.337582	95.670132
29595658	97.679216	100.264748	97.560632
30269940	98.730919	101.327512	98.612181
