SNP	K	H	CF
32807	0	0	0
488426	3.57312	3.700684	3.567069
1149280	5.338017	5.496722	5.331233
1390502	5.967259	6.129924	5.960442
1865285	8.03791	8.243439	8.029911
2674225	9.749004	9.983806	9.740339
3167371	10.409628	10.648794	10.400924
4359800	15.048725	15.502795	15.026823
4519429	15.422084	15.877547	15.400174
5506917	18.411325	18.956091	18.385867
5734744	18.959682	19.507455	18.934202
6001538	20.049781	20.609436	20.024128
6149751	20.398767	20.95964	20.373108
6989379	22.321251	22.919074	22.294646
7644962	25.885159	26.609889	25.852549
7873293	27.968637	28.736764	27.934824
8439006	31.121205	31.988652	31.08323
8993233	31.964352	32.838908	31.926298
9001217	32.131739	33.006575	32.093684
9205325	33.031433	33.914364	32.993281
10142548	35.800872	36.760461	35.759896
10903254	39.197851	40.272746	39.151673
11838780	45.391227	46.848724	45.313851
12179065	47.147183	48.635508	47.069086
13038240	51.038949	52.678579	50.95304
13859051	52.367487	54.024766	52.281265
14158183	52.367487	54.024766	52.281266
14161442	52.367487	54.024766	52.281266
15897174	52.367487	54.024766	52.281266
15985718	52.687622	54.345925	52.601396
16645134	55.898943	57.660302	55.80832
16913975	57.711008	59.505195	57.619592
17102334	58.086289	59.881885	57.994866
17605952	60.40385	62.253138	60.310772
18028852	61.53066	63.392643	61.43739
18300423	62.685946	64.561275	62.592471
18800489	63.74462	65.631156	63.650987
19492844	65.963456	67.899208	65.86837
19780232	67.820608	69.790843	67.724669
20260660	69.450117	71.4469	69.353601
20686611	70.44895	72.455709	70.352302
21167712	71.113236	73.124407	71.016548
21559246	72.439619	74.468381	72.34262
22200580	73.807603	75.855076	73.710263
22975205	75.050137	77.113048	74.952542
23130317	76.826451	78.920908	76.728109
23381914	79.038031	81.181383	78.93825
24114746	81.239899	83.431718	81.138697
24810967	85.126054	87.468743	85.017074
25304145	87.510382	89.9099	87.399599
25520382	88.756019	91.171051	88.644978
26404106	92.366438	94.911708	92.249155
27634939	97.986981	100.847493	97.846319
28132789	99.331942	102.210541	99.190956
29333952	104.574412	107.727344	104.414423
30065751	107.5083	110.747259	107.344955
