SNP	K	H	CF
208650	0	0	0
434712	2.354367	2.409777	2.352631
945976	5.35155	5.496737	5.346237
1512987	8.448659	8.689706	8.4394
1782389	9.772668	10.031242	9.763099
2775749	9.772668	10.031242	9.763099
3002169	11.976594	12.283726	11.965601
5931550	19.295838	20.13678	19.233657
6293204	21.194952	22.071952	21.13186
7340898	28.271299	29.647384	28.161886
7724867	30.172185	31.584395	30.061857
8034821	32.878248	34.363649	32.765286
9167906	36.799304	38.438295	36.678353
9575956	38.640808	40.313703	38.519025
10089916	40.649863	42.36311	40.527001
10607774	43.240343	45.020666	43.115169
11320394	44.829324	46.634891	44.703616
11559979	46.710216	48.551152	46.583622
12439446	50.003739	51.95307	49.872402
12976051	51.472561	53.443464	51.340802
13467985	54.148896	56.191392	54.014589
13960078	55.629978	57.694407	55.495238
14035762	55.941071	58.006467	55.806326
14736664	59.043759	61.20536	58.905047
14957828	59.743044	61.909536	59.604287
15863233	62.240975	64.469837	62.100144
16102064	62.732987	64.96427	62.592141
16487609	64.040384	66.288757	63.89924
17031668	66.47818	68.785959	66.335109
17325108	66.96393	69.274068	66.820844
18060948	70.523135	72.959846	70.374067
18262372	71.458442	73.9039	71.309265
