SNP	K	H	CF
434712	0	0	0
945976	5.388401	5.67819	5.36778
1782389	13.230893	14.13322	13.1475
2103325	13.230894	14.13322	13.1475
2383725	13.834684	14.74066	13.75126
2775749	13.834684	14.74066	13.75126
3370742	14.438475	15.3481	14.35502
3903294	14.438475	15.3481	14.35502
5196578	14.926655	15.83866	14.84318
7724867	31.349165	34.91102	30.73182
7934924	32.438199	36.01191	31.82068
8034821	32.797522	36.37252	32.18
9167906	36.522798	40.23645	35.89842
10089916	40.245275	44.09737	39.61405
10346818	41.327389	45.19119	40.696
11017270	45.33486	49.35909	44.69494
11559979	46.566343	50.60573	45.92618
12118475	47.769905	51.82378	47.12951
12976051	49.187371	53.26134	48.54659
13788227	51.624367	55.7577	50.98167
13960078	51.743938	55.87741	51.10124
14035762	51.863496	55.99711	51.22079
15325586	54.53389	58.73878	53.88866
16437564	56.365185	60.60361	55.71913
16487609	56.492839	60.73142	55.84679
17031668	58.564718	62.84622	57.91748
17538469	60.983909	65.32391	60.33479
18060948	64.487573	68.95023	63.83275
18262372	65.669643	70.14627	65.0146
18405517	66.192601	70.67196	65.53754
18577351	67.176383	71.66542	66.52119
