SNP	K	H	CF
434712	0	0	0
945976	3.108822	3.205407	3.104831
1512987	4.802393	4.927655	4.797756
5196578	10.900442	11.396648	10.866011
5931550	15.252424	15.937788	15.207086
6293204	17.301998	18.029358	17.255514
7340898	23.602606	24.725897	23.523293
7724867	25.740803	26.909799	25.660189
7934924	27.811044	29.022887	27.729249
8034821	28.632515	29.851105	28.550645
8585617	30.246354	31.490984	30.163925
9575956	34.225821	35.628646	34.135042
11017270	40.719881	42.543254	40.59319
11320394	41.372818	43.200454	41.24609
11559979	42.356046	44.193348	42.229191
12439446	46.814882	48.850734	46.676301
12976051	47.348197	49.386894	47.209596
13467985	48.395293	50.444953	48.256538
13788227	49.179572	51.235383	49.040753
14035762	49.456155	51.512731	49.317333
14736664	51.412612	53.507455	51.272793
15863233	52.987256	55.10689	52.846917
16102064	53.509338	55.631698	53.368981
16437564	53.908844	56.032799	53.768477
17325108	57.952941	60.240266	57.803813
17538469	59.635695	61.951331	59.485932
18060948	64.534146	67.089347	64.368861
18262372	65.604368	68.171022	65.438919
18405517	65.997774	68.565976	65.832317
18577351	66.749026	69.322871	66.583512
