SNP	K	H	CF
208650	0	0	0
434712	2.212346	2.261275	2.210905
945976	5.776037	5.951857	5.768592
1512987	9.472608	9.78495	9.458465
1782389	16.666959	17.495112	16.60417
2103325	17.344715	18.177462	17.281885
2775749	17.843401	18.678634	17.780554
3002169	19.488971	20.351279	19.425531
3370742	19.658306	20.5209	19.594865
3903294	19.658306	20.5209	19.594865
5196578	20.49334	21.362907	20.429822
5643991	22.961255	23.891703	22.895737
5931550	24.639211	25.597809	24.573064
6293204	26.766209	27.770035	26.698781
7340898	32.396768	33.716958	32.305837
7724867	34.679071	36.051332	34.586558
7934924	35.533169	36.912724	35.440573
8034821	35.800305	37.180574	35.707706
9167906	38.96572	40.44612	38.868909
9575956	40.560831	42.066671	40.46348
10089916	42.880622	44.440257	42.78161
10346818	44.734505	46.328501	44.634644
11017270	48.815695	50.576067	48.706831
12118475	53.317563	55.28033	53.196631
12439446	54.639683	56.619928	54.518443
12976051	55.508417	57.496209	55.38709
13467985	56.746868	58.749996	56.625288
13788227	57.318288	59.324681	57.196683
14957828	59.307894	61.353862	59.185241
15325586	59.574197	61.620874	59.451541
15863233	61.265203	63.34047	61.141903
16102064	61.768461	63.846261	61.645144
16437564	62.593444	64.678049	62.470052
16487609	62.920356	65.00603	62.79696
17031668	65.261131	67.401577	65.136028
17325108	66.135058	68.283141	66.009866
17538469	72.341236	74.873501	72.184655
18405517	79.318244	82.335724	79.117241
18577351	79.782611	82.802247	79.581594
