SNP	K	H	CF
434712	0	0	0
945976	4.033364	4.195868	4.024672
1782389	6.783191	7.021272	6.771734
2383725	6.783191	7.021272	6.771735
2775749	6.783191	7.021272	6.771735
3002169	6.87306	7.111222	6.861603
4169509	6.87306	7.111222	6.861604
5643991	12.120589	12.633612	12.090075
5931550	14.07087	14.62192	14.039369
6293204	16.767531	17.391266	16.733423
7340898	23.960381	25.099711	23.877657
7724867	25.534763	26.698877	25.45152
8585617	28.436494	29.684761	28.350004
9575956	31.220366	32.546092	31.131008
10346818	33.709719	35.097389	33.61831
11017270	35.955353	37.393434	35.862437
11559979	38.227093	39.716765	38.132617
12118475	41.57843	43.180332	41.478957
12976051	44.059339	45.722765	43.957835
13467985	44.957021	46.628505	44.855421
13788227	45.153622	46.825492	45.052021
13960078	45.320382	46.99253	45.21878
14035762	45.320382	46.99253	45.21878
14736664	46.652428	48.342318	46.550512
14957828	47.618729	49.317956	47.516692
15863233	48.536607	50.244258	48.434467
16102064	48.879596	50.588424	48.777451
17031668	50.79927	52.54494	50.696183
18262372	54.502223	56.384887	54.392403
18405517	55.263055	57.151507	55.153176
18577351	55.508376	57.39743	55.398495
