SNP	K	H	CF
208650	0	0	0
434712	0.8875438	0.8954208	0.8874506
1782389	7.6275075	8.0882864	7.5873172
2383725	8.2064427	8.6705732	8.1662265
2775749	8.2064428	8.6705733	8.1662266
3002169	11.0170415	11.560125	10.9738743
3370742	11.0170416	11.5601251	10.9738744
5196578	13.8456955	14.4687493	13.7995203
5643991	17.8677765	18.6524275	17.8129816
5931550	20.1215689	20.9569985	20.0652506
6293204	23.4661811	24.4133917	23.4048965
7724867	30.7212619	32.1929977	30.6101064
7934924	31.6599021	33.1404478	31.5486364
8585617	33.8194417	35.346609	33.7068356
9575956	37.1969821	38.8381406	37.079262
10346818	41.1207757	42.915738	40.99505
10607774	42.0545953	43.8582772	41.928761
11017270	44.497147	46.3604658	44.3693744
11320394	45.3251478	47.1953222	45.1972995
12118475	50.2428385	52.3544608	50.0992849
12976051	52.0492367	54.1934827	51.9048982
13960078	54.6332814	56.8442705	54.4866484
14035762	54.8592213	57.0707209	54.7125868
14736664	57.4705017	59.7501582	57.3214995
15863233	60.3693376	62.7329795	60.2170983
16102064	60.5682567	62.9322944	60.4160164
16437564	61.368075	63.7385094	61.2157665
16487609	61.6659499	64.0372716	61.5136379
17031668	63.780716	66.1967468	63.6271452
17538469	65.4342198	67.8775863	65.2800469
18060948	66.0967202	68.5444757	65.9425085
18405517	66.9810708	69.4366466	66.8267669
