SNP	K	H	CF
208650	0	0	0
945976	8.525712	9.249094	8.445407
1782389	12.754222	13.656194	12.663908
2103325	14.777355	15.720247	14.685938
2383725	14.777355	15.720247	14.685939
5196578	16.214577	17.178123	16.122765
5386239	18.823048	19.854603	18.728876
5643991	20.583862	21.646416	20.488963
5931550	22.951739	24.07034	22.855074
6293204	25.990844	27.201751	25.89045
6718256	27.663774	28.902662	27.562757
7340898	30.093553	31.391456	29.990628
7724867	32.275016	33.620492	32.170709
7934924	33.578122	34.940577	33.47352
8034821	33.794071	35.156992	33.689468
9167906	35.975426	37.385915	35.869441
10346818	42.213809	44.012467	42.075949
10607774	42.653238	44.453826	42.515366
11017270	43.72232	45.534337	43.584285
11320394	43.992994	45.805744	43.854956
12976051	51.239432	53.575462	51.051699
13467985	52.524084	54.876616	52.336069
13788227	53.378847	55.738685	53.190749
13960078	54.233619	56.600763	54.045438
14035762	54.701927	57.071264	54.513732
14736664	56.593485	58.998593	56.404389
14957828	58.087298	60.514718	57.897758
15863233	58.998143	61.433859	58.808502
16437564	61.520542	64.019856	61.328767
16487609	61.520542	64.019856	61.328767
17031668	63.67117	66.216721	63.478071
17325108	63.883887	66.429891	63.690786
18060948	67.351404	70.017549	67.152771
18262372	67.779488	70.447465	67.580845
18405517	67.990228	70.658649	67.791583
